B2_pos	ss	B2_reads
43625810	3ss	168
43625947	5ss	134
43627368	5ss	22
43627894	3ss	22
43628024	5ss	17
43628302	3ss	89
43628489	5ss	46
43628824	3ss	17
43628884	5ss	11
43629033	3ss	134
43629161	5ss	152
43629808	3ss	152
43629994	5ss	78
43632463	3ss	11
43635273	5ss	14
43635500	3ss	52
43635712	5ss	101
43638052	3ss	14
43638178	5ss	17
43639214	3ss	17
43639294	5ss	32
43639822	3ss	55
43639873	5ss	71
43641105	3ss	32
43643066	3ss	71
43643139	5ss	104
43644294	3ss	46
43644427	5ss	118
43644713	3ss	118
43644904	5ss	126
43645459	3ss	126
43645612	5ss	59
43647855	3ss	101
43647999	5ss	91
43649249	3ss	59
43649410	5ss	61
43650579	3ss	61
43650689	5ss	68
43651258	5ss	18
43651841	3ss	68
43651986	5ss	40
43652748	3ss	104
43652824	5ss	184
43653120	3ss	40
43653315	5ss	24
43653614	3ss	78
43653771	5ss	143
43654163	3ss	18
43655942	3ss	24
43656175	5ss	54
43656755	3ss	54
43656915	5ss	39
43659196	3ss	91
43659273	3ss	39
43659322	5ss	45
43659452	5ss	94
43659904	3ss	184
43659974	5ss	296
43663171	3ss	45
43663219	5ss	40
43663308	3ss	40
43663487	5ss	152
43663630	5ss	63
43664117	3ss	152
43668296	3ss	63
43668424	5ss	31
43668701	3ss	31
43668823	5ss	40
43669212	3ss	40
43669265	5ss	29
43670045	3ss	29
43670101	5ss	29
43672282	3ss	29
43672361	5ss	61
43675501	3ss	61
43675613	3ss	94
43675702	5ss	54
43675772	5ss	61
43677827	3ss	61
43677908	5ss	39
43677989	3ss	54
43678154	5ss	56
43678404	3ss	56
43678528	5ss	45
43681314	3ss	296
43684407	5ss	69
43685160	3ss	69
43685334	5ss	73
43687305	3ss	45
43687355	5ss	82
43687781	3ss	82
43687886	5ss	48
43689412	3ss	48
43689519	5ss	60
43690236	3ss	30
43690239	3ss	30
43690377	5ss	33
43692242	3ss	33
43692419	5ss	50
43693914	3ss	50
43694048	5ss	39
43695881	3ss	39
43695997	5ss	38
43696611	3ss	38
43696750	5ss	29
43697400	3ss	29
43698147	3ss	73
43698282	5ss	52
43699892	3ss	52
43700026	5ss	118
43700221	3ss	39
43700339	5ss	73
43702433	3ss	118
43702537	5ss	66
43702556	5ss	100
43702723	3ss	73
43702838	5ss	82
43703265	3ss	100
43703330	5ss	105
43703659	3ss	143
43704357	3ss	82
43704788	3ss	105
43704859	5ss	76
43705710	3ss	76
43705757	5ss	75
43708041	3ss	75
43732531	5ss	29
43739049	5ss	111
43740768	3ss	29
43740853	5ss	31
43742078	3ss	111
43742129	5ss	122
43743707	3ss	31
43744079	5ss	146
43745206	3ss	122
43745402	5ss	342
43746197	3ss	342
43746273	5ss	241
43746626	3ss	241
43746655	5ss	133
43749693	3ss	78
43749824	5ss	124
43752278	3ss	179
43753201	3ss	146
43753355	5ss	45
43756439	3ss	45
43756550	5ss	63
43759163	3ss	63
43759349	5ss	100
43759935	3ss	100
43772461	3ss	66
43772507	5ss	120
43775596	3ss	120
43775671	5ss	208
43796561	5ss	26
43810769	5ss	10
43813310	5ss	24
43813522	3ss	24
43819870	3ss	208
43819977	5ss	189
43821706	5ss	14
43821848	3ss	14
43822068	5ss	11
43822267	3ss	11
43824677	5ss	322
43824838	3ss	322
43825067	5ss	990
43825161	3ss	990
43825309	5ss	527
43825396	3ss	527
43825492	5ss	934
43825640	3ss	934
43825768	5ss	892
43825864	3ss	892
43826060	5ss	489
43826170	3ss	489
43826264	5ss	583
43826404	3ss	583
43826632	5ss	422
43826791	3ss	422
43826916	5ss	861
43827503	3ss	10
43827624	5ss	13
43827866	3ss	861
43827983	5ss	958
43828622	3ss	958
43830848	3ss	13
43830967	5ss	20
43832314	3ss	20
43832411	5ss	39
43833663	3ss	26
43833786	5ss	28
43836987	3ss	189
43837051	5ss	338
43837897	3ss	338
43837941	5ss	380
43840064	3ss	39
43840171	5ss	45
43842892	3ss	28
43843275	3ss	45
43843446	5ss	48
43846576	3ss	48
43852526	3ss	380
43852560	5ss	405
43855666	5ss	10
43859867	3ss	405
43859948	5ss	251
43861549	3ss	251
43861614	5ss	326
43864518	5ss	10
43868848	3ss	10
43868973	5ss	15
43869272	3ss	15
43869445	5ss	21
43870051	3ss	21
43871810	3ss	10
43871935	5ss	11
43876265	3ss	326
43876414	5ss	396
43876694	3ss	396
43886654	5ss	24
43886845	3ss	24
43886974	5ss	29
43887754	3ss	29
43887896	5ss	10
43888151	3ss	10
43888303	5ss	13
43888440	3ss	13
43890533	5ss	25
43890784	3ss	25
43890878	5ss	13
43891145	3ss	13
43893116	5ss	10
43893201	3ss	10
43894157	5ss	11
43895374	3ss	11
43895515	5ss	12
43895682	3ss	12
43895774	5ss	10
43895982	3ss	10
43896060	5ss	12
43896167	3ss	12
43896761	5ss	14
43896936	3ss	14
43897043	5ss	13
43897131	3ss	13
43898275	5ss	10
43898399	3ss	10
43901000	5ss	10
43902729	5ss	29
43902842	3ss	10
43903371	5ss	15
43903462	3ss	15
43904133	3ss	29
43904281	5ss	18
43904488	5ss	21
43904600	3ss	21
43904635	3ss	18
43905567	5ss	25
43906002	3ss	11
43906064	5ss	16
43907051	5ss	35
43907175	3ss	35
43907801	5ss	12
43907939	3ss	12
43908039	5ss	10
43908113	3ss	10
43908156	3ss	25
43908203	5ss	28
43908289	5ss	30
43908490	3ss	30
43911275	3ss	28
43911378	5ss	20
43912087	5ss	14
43912626	3ss	14
43912839	5ss	11
43913216	3ss	11
43913591	3ss	20
43913679	5ss	42
43914155	5ss	12
43914283	3ss	12
43914399	5ss	18
43915774	3ss	18
43915842	5ss	32
43916008	3ss	32
43919653	3ss	16
43919802	5ss	15
43921570	3ss	15
43922363	5ss	28
43923066	3ss	42
43923275	5ss	21
43924310	3ss	28
43924495	5ss	39
43926786	3ss	39
43927747	5ss	10
43931120	3ss	10
43931195	5ss	12
43933461	3ss	12
43933555	5ss	12
43934540	3ss	12
43934684	5ss	10
43937129	3ss	10
43937265	5ss	10
43937359	3ss	10
43937469	5ss	14
43937628	3ss	14
43940588	3ss	21
43940686	5ss	15
43941468	3ss	15
43945967	5ss	10
43947888	5ss	20
43953411	3ss	20
43953590	5ss	23
43954808	3ss	10
43955660	5ss	11
43956776	3ss	23
43956884	5ss	29
43958629	3ss	29
43958741	5ss	16
43959622	3ss	11
43963712	5ss	21
43965480	3ss	16
43965659	5ss	19
43966155	5ss	14
43967213	3ss	21
43967250	5ss	24
43968085	3ss	19
43970057	5ss	22
43970973	3ss	22
43971128	5ss	12
43973005	3ss	12
43973102	5ss	16
43974172	3ss	24
43974252	5ss	11
43978030	3ss	14
43978093	5ss	40
43979068	3ss	11
43980758	3ss	16
43980899	5ss	30
43982278	5ss	16
43982425	3ss	40
43982456	5ss	45
43982553	3ss	45
43982630	5ss	36
43983925	3ss	16
43983987	5ss	15
43984258	3ss	30
43984403	5ss	11
43984818	3ss	15
43984903	5ss	14
43985937	3ss	14
43985985	5ss	10
43986039	3ss	11
43986168	5ss	10
43987095	3ss	10
43988231	3ss	36
43988336	5ss	55
43989443	3ss	10
43990198	3ss	55
43990291	5ss	23
43991504	5ss	48
43991955	5ss	63
43992169	3ss	63
43992249	3ss	23
43992333	5ss	111
43992552	3ss	48
43994259	3ss	111
43994326	5ss	109
43995515	3ss	109
43996761	5ss	142
44001285	5ss	62
44003869	3ss	142
44003921	3ss	62
44003948	5ss	220
44004038	5ss	43
44010659	3ss	43
44010693	5ss	43
44010702	3ss	220
44010837	5ss	278
44014320	3ss	43
44014389	5ss	40
44016772	3ss	40
44016860	5ss	76
44019163	3ss	278
44019308	5ss	460
44019471	3ss	460
44019612	5ss	335
44021596	3ss	76
44021782	5ss	14
44023029	3ss	14
44023097	5ss	28
44023857	3ss	28
44023934	5ss	17
44027980	3ss	17
44028056	5ss	23
4402811	5ss	38
44028778	3ss	23
44028848	5ss	10
44031781	3ss	10
44031878	5ss	26
44032293	3ss	26
44032385	5ss	11
44035261	3ss	335
44035449	5ss	377
44036844	3ss	11
44037246	5ss	32
44037441	3ss	32
44037578	5ss	21
44038572	3ss	21
44038904	5ss	1079
44044481	3ss	377
44044591	5ss	357
44044983	5ss	184
44045157	3ss	146
44045334	5ss	308
44046022	3ss	1079
44046100	5ss	1089
44047492	3ss	308
44047619	5ss	344
44047935	3ss	382
44048035	5ss	248
44048144	3ss	248
44048230	5ss	223
44048776	3ss	223
44048847	3ss	1089
44048863	5ss	435
44048964	5ss	1785
44048972	3ss	435
44049069	5ss	536
44049168	3ss	536
44049333	5ss	572
44050023	3ss	572
44050223	5ss	228
44052856	3ss	228
44053021	5ss	288
44053136	3ss	288
44053219	5ss	433
44053622	3ss	1785
44053729	5ss	2304
44054214	3ss	433
44054402	3ss	357
44054671	5ss	445
44055275	3ss	2304
44055404	5ss	3564
44056643	3ss	445
44057224	5ss	309
44057483	3ss	309
44057619	5ss	632
44057648	3ss	3564
44057764	5ss	3861
44058085	3ss	3861
44058128	3ss	632
44058210	5ss	2198
44058272	5ss	249
44058926	3ss	2198
4405909	3ss	38
44059108	5ss	2661
4405959	5ss	49
44060687	3ss	2661
44060795	5ss	1367
44061716	3ss	1367
44061844	5ss	2088
44062448	3ss	2088
44062527	5ss	3344
44062721	3ss	3344
44062778	5ss	3499
44063303	3ss	3499
44063419	3ss	231
44063724	5ss	203
44064391	3ss	221
44064584	5ss	475
44069087	3ss	475
44069204	5ss	372
44069282	3ss	361
44069860	5ss	194
44070574	3ss	205
44070671	5ss	183
44070861	3ss	183
44071114	5ss	228
44071200	3ss	228
44071293	5ss	243
44071911	3ss	243
44072129	5ss	584
44072485	3ss	584
44072639	5ss	552
44073993	5ss	28
44075054	3ss	552
44075169	5ss	655
44079289	3ss	655
44079386	5ss	696
44083116	3ss	696
44083239	5ss	714
44083407	3ss	714
44083582	5ss	280
44084301	3ss	280
44084419	5ss	122
44084420	5ss	388
44084581	5ss	2646
44084719	3ss	388
44084873	5ss	305
44084959	3ss	305
44085173	3ss	2646
44085244	5ss	734
44085281	5ss	4234
44085351	3ss	734
44085529	5ss	404
44085766	3ss	404
44085885	3ss	20
44085892	5ss	474
44085908	3ss	4214
44086125	3ss	474
44086250	5ss	739
44086509	3ss	739
44086663	5ss	336
44086768	3ss	336
44086903	5ss	675
44087606	3ss	675
4408900	3ss	49
44089824	3ss	122
44089879	5ss	121
44091429	3ss	121
44091541	5ss	158
44092466	3ss	158
44092540	5ss	98
44092982	5ss	226
44093330	3ss	226
44093385	5ss	207
44093716	3ss	207
44093767	5ss	158
44093909	3ss	158
44096356	3ss	98
44096502	5ss	159
44097381	3ss	159
44097458	5ss	172
4409756	5ss	55
44097728	3ss	172
44097879	5ss	167
44098028	3ss	60
44098031	3ss	107
44098079	5ss	121
44098501	3ss	121
44098582	5ss	207
44098953	3ss	207
44099048	5ss	149
44099142	3ss	149
44099257	5ss	213
44099647	3ss	213
44099752	5ss	124
44100376	3ss	124
44100895	5ss	18
44101246	3ss	18
44101345	5ss	76
44102480	5ss	32
44102754	3ss	32
44102833	5ss	55
44102983	3ss	76
44103065	3ss	55
44103103	5ss	63
44104086	3ss	63
44104176	5ss	61
44106217	3ss	61
44106254	5ss	73
44106302	3ss	28
44106372	5ss	63
44107204	3ss	73
44107346	5ss	70
44107445	3ss	70
44107496	5ss	49
44107989	3ss	49
44108027	3ss	63
44108097	5ss	57
44108104	5ss	23
44108765	3ss	57
44108835	5ss	66
44114584	3ss	66
44114664	5ss	66
44115114	3ss	66
44115237	5ss	87
44115923	5ss	42
44115989	3ss	87
44116122	5ss	85
44116250	3ss	85
44116387	5ss	120
44116529	3ss	120
44116682	5ss	131
44117402	5ss	68
44117596	3ss	131
44117702	5ss	41
44117961	3ss	41
44118047	5ss	47
44118301	3ss	47
44118366	5ss	52
44118808	3ss	42
44118984	5ss	77
44119078	3ss	23
44119121	5ss	11
44119290	5ss	18
44119583	3ss	52
44119745	5ss	64
44120163	3ss	18
44120330	3ss	64
44120435	5ss	42
44120564	5ss	15
44121262	3ss	77
44121413	3ss	42
44121437	5ss	141
44121580	5ss	44
44121810	3ss	44
44121925	5ss	55
44122102	3ss	55
44122182	5ss	55
44122429	3ss	55
44125969	3ss	141
44126083	5ss	126
44127259	3ss	15
44127348	5ss	34
44128359	3ss	34
44128414	5ss	54
44128565	3ss	126
44128758	5ss	94
44129233	3ss	68
44129798	5ss	89
44130744	3ss	89
44130833	5ss	75
44131367	3ss	94
44131416	5ss	108
44131803	3ss	54
44131926	5ss	27
44132123	3ss	108
44132226	5ss	67
44132625	3ss	67
44132762	5ss	72
44133443	3ss	72
44133690	5ss	132
44134613	3ss	27
44134714	5ss	26
44134771	3ss	132
44134826	3ss	26
44134869	5ss	24
44134970	5ss	74
44135735	3ss	75
44135851	5ss	48
44136099	3ss	24
44136252	5ss	49
44137176	3ss	74
44137546	5ss	76
44143285	3ss	49
44146339	3ss	48
44146534	5ss	45
44148366	3ss	45
44148505	5ss	82
44149355	3ss	76
44149361	5ss	23
44149475	5ss	104
44150869	3ss	23
44151021	5ss	26
44151595	3ss	82
44151688	5ss	101
44151880	3ss	11
44152234	5ss	14
44153466	3ss	14
44153531	3ss	26
44153536	5ss	32
44153584	5ss	23
44154585	3ss	104
44154766	5ss	132
44156516	3ss	132
44156720	5ss	64
44157167	3ss	64
44157243	5ss	69
44157927	3ss	69
44157982	5ss	51
44158326	3ss	23
44159665	3ss	51
44159773	5ss	82
44160380	3ss	82
44160565	5ss	130
44162075	5ss	10
44163514	3ss	130
44163684	5ss	108
44163886	3ss	32
44163970	5ss	21
44165023	3ss	10
44165168	5ss	12
44165983	3ss	12
44166165	5ss	33
44166715	3ss	33
44169288	3ss	108
44169407	5ss	115
44169691	3ss	115
44169783	5ss	210
44169901	3ss	210
44171226	3ss	21
44171307	5ss	43
44171547	5ss	21
44171996	3ss	21
44172105	5ss	10
44174100	3ss	43
44174174	5ss	41
44176110	3ss	10
44176293	5ss	13
44177465	3ss	13
44177527	5ss	23
44179109	3ss	41
44179195	5ss	32
4418017	3ss	55
44180202	3ss	23
44180360	5ss	23
44180438	3ss	32
44180483	3ss	23
44180542	5ss	48
4418073	5ss	101
44180935	3ss	48
44181017	5ss	47
44182193	3ss	47
44182349	5ss	30
44185491	3ss	30
44185604	5ss	29
44187519	5ss	54
44188298	3ss	29
44188402	5ss	44
44189137	3ss	44
44189265	5ss	52
44190813	3ss	52
44190908	5ss	83
44191378	5ss	25
44192549	3ss	83
44192630	5ss	68
44193161	3ss	101
44193292	5ss	40
44193904	5ss	10
44195000	3ss	89
44195079	5ss	157
44195390	3ss	68
44197127	3ss	157
44197208	5ss	163
44197326	3ss	163
44197528	5ss	104
44197644	3ss	104
44197783	5ss	76
44198084	3ss	76
44198218	5ss	129
44198305	3ss	129
44198402	5ss	171
44198548	3ss	171
44198626	5ss	178
44199101	3ss	178
44199198	5ss	140
44199735	3ss	140
44199843	5ss	65
44200080	3ss	65
44200165	5ss	75
44200544	3ss	75
44200743	5ss	73
44201154	3ss	73
44202051	5ss	37
44214932	5ss	2326
44216367	3ss	2315
44216513	5ss	7675
44217114	3ss	7686
44217320	5ss	3476
44217412	3ss	3476
44217571	5ss	5306
44217758	3ss	5306
44217891	5ss	8692
44218028	3ss	8692
44218336	5ss	4000
44218785	3ss	4000
44218950	5ss	5430
44219155	3ss	5430
44219345	5ss	4280
44219379	3ss	40
44219474	3ss	4280
44219568	5ss	59
44219621	5ss	4748
44219736	3ss	4748
4421994	5ss	66
44220004	5ss	5415
44220782	3ss	5415
44221115	5ss	3339
44221226	3ss	3339
4422563	3ss	101
4422792	5ss	79
44228343	3ss	59
44228509	5ss	71
44229999	5ss	11
4423332	3ss	79
4423392	5ss	125
4423803	3ss	125
44238427	3ss	11
4423871	5ss	94
44238731	5ss	17
44240838	5ss	130
44244167	3ss	130
44244249	5ss	143
44245984	3ss	143
44246084	5ss	290
44246987	3ss	290
44247091	5ss	467
44247732	3ss	467
44247797	5ss	339
44250622	3ss	323
44250723	5ss	426
44251153	3ss	10
44251846	3ss	432
44253903	3ss	71
44254046	5ss	47
44255665	3ss	47
44255793	5ss	46
44257773	3ss	37
44257820	5ss	45
44257843	3ss	46
44257925	5ss	37
44265699	3ss	37
44280563	3ss	45
44280605	5ss	72
4428661	3ss	94
4428887	5ss	63
44290403	3ss	10
4429435	3ss	63
4429603	5ss	175
4429705	3ss	175
4429785	5ss	144
44303891	3ss	62
44303983	5ss	46
4430469	5ss	18
4430546	3ss	144
4430638	5ss	118
4430870	3ss	66
44313491	5ss	188
44317037	3ss	177
44317157	5ss	417
4431949	3ss	118
44319978	5ss	44
4432204	5ss	202
44322815	3ss	44
44323047	5ss	109
44323292	3ss	73
44324386	5ss	62
44324704	3ss	109
44324769	5ss	84
44328758	3ss	84
44328967	5ss	24
44328974	3ss	417
44330486	3ss	24
44330546	5ss	37
4433067	3ss	202
44332092	5ss	10
44332354	3ss	10
44332931	3ss	37
44333152	5ss	48
4433536	5ss	89
44335873	3ss	48
44336005	5ss	63
44338013	3ss	17
44338145	5ss	21
44339744	5ss	10
44340571	3ss	63
44340675	5ss	79
44341205	3ss	10
44342034	3ss	79
44351478	5ss	74
443516	5ss	12
44355605	5ss	121
44358005	3ss	121
44358108	5ss	148
44359166	3ss	74
44359276	5ss	119
44360055	3ss	46
44360149	5ss	40
44360332	3ss	119
44360404	3ss	148
44360433	5ss	154
44360565	5ss	312
44361183	3ss	312
44361310	5ss	159
44363907	3ss	40
44363970	5ss	54
44364078	3ss	159
44364177	5ss	206
44364611	3ss	154
44364698	5ss	150
44364840	3ss	54
44364935	5ss	49
44365213	3ss	49
44365399	5ss	19
44368116	3ss	150
44368222	5ss	111
44368751	3ss	111
44368881	5ss	134
44369116	3ss	134
44369203	5ss	121
44371546	3ss	206
44371764	5ss	175
44371935	3ss	121
44372063	5ss	225
44372630	3ss	225
44372701	5ss	198
44373752	3ss	198
44373838	5ss	147
44374060	3ss	175
44374204	5ss	329
44376181	3ss	329
44376369	5ss	264
44377271	3ss	147
44377341	5ss	197
44379811	5ss	56
44379813	3ss	197
44379880	5ss	179
44380326	5ss	129
44384991	3ss	179
44385137	5ss	141
44386076	3ss	19
44386145	3ss	141
44386222	5ss	40
44386286	5ss	97
44386454	3ss	40
44386600	5ss	36
44387186	3ss	264
44387334	5ss	141
44390384	3ss	141
44390546	5ss	147
44392156	3ss	147
44392218	3ss	97
44392320	5ss	231
44393840	3ss	231
44393920	5ss	235
44394219	3ss	235
44394461	5ss	212
44395804	3ss	36
44396231	3ss	185
44396303	5ss	256
44396413	5ss	43
44397450	3ss	212
44397647	5ss	410
44399233	3ss	256
44399368	5ss	263
44399709	3ss	128
44402857	3ss	135
44403010	5ss	133
44403912	3ss	12
4440446	3ss	18
4440483	5ss	42
44408948	3ss	50
44409024	3ss	71
44409200	5ss	77
44413356	5ss	13
44413392	3ss	410
44413604	5ss	177
44414344	3ss	177
44415089	3ss	13
44415825	5ss	57
44420331	5ss	71
44421386	5ss	30
44421992	3ss	57
44422132	5ss	125
44422232	3ss	125
44422373	5ss	89
4442242	3ss	89
44422482	3ss	89
44422560	3ss	30
44422648	5ss	73
44422656	5ss	63
44422867	3ss	73
44422987	5ss	64
44423074	3ss	64
44423221	5ss	100
4442338	5ss	81
44423649	3ss	100
44423830	5ss	50
44423914	3ss	50
44423940	5ss	58
44423984	3ss	63
44424082	5ss	68
44424133	3ss	58
44424267	5ss	77
44424418	3ss	77
44424542	5ss	18
44424561	5ss	63
44425921	3ss	63
44426001	5ss	68
44426548	3ss	68
44426685	5ss	139
44426838	3ss	139
44426934	5ss	49
44427601	3ss	18
44427728	5ss	13
44428325	3ss	43
44429184	5ss	227
4442922	3ss	81
44429713	3ss	68
44429781	5ss	60
44429941	3ss	49
44429993	5ss	32
44430041	3ss	60
44430097	5ss	89
44430163	3ss	13
44430638	3ss	89
44430696	5ss	120
44431972	3ss	120
44432017	5ss	186
44432247	3ss	32
44432313	5ss	37
44432396	3ss	37
44432454	5ss	45
44432602	3ss	45
44432691	5ss	53
44432987	3ss	53
44433168	5ss	102
44433258	3ss	102
44433348	5ss	28
44433785	3ss	186
44433843	5ss	187
44433945	3ss	187
44434005	5ss	96
44434347	3ss	77
44434469	5ss	96
44435994	5ss	111
44436268	3ss	111
44436349	3ss	227
44436380	5ss	83
44436466	5ss	124
44436638	3ss	83
44436861	5ss	148
44437018	3ss	28
44437059	3ss	148
44437117	5ss	16
44437742	5ss	242
44437753	3ss	96
44437824	5ss	111
44437830	3ss	242
44437892	3ss	96
44437989	5ss	99
44438006	5ss	138
44438087	3ss	138
44438235	3ss	99
44438243	3ss	16
44438326	5ss	120
44438340	5ss	43
44439524	3ss	111
44439579	5ss	138
44439696	3ss	138
44440779	5ss	783
44441413	3ss	43
44441435	5ss	1026
44441472	3ss	732
44441520	5ss	769
44441541	5ss	41
44441762	3ss	820
44441845	5ss	684
44441847	3ss	120
44441974	3ss	684
44442051	5ss	591
44442076	3ss	1026
44442079	5ss	133
44442103	5ss	974
44442262	3ss	591
44442331	5ss	616
44442445	3ss	616
44442496	5ss	849
44442695	3ss	133
44442698	3ss	849
44442826	5ss	154
44442888	5ss	782
44443023	3ss	949
44443109	5ss	1470
44443653	3ss	782
44444179	5ss	13
44444180	3ss	1478
44444384	5ss	1968
44444493	3ss	1998
44444552	5ss	1437
44444981	3ss	41
44445057	5ss	73
44445106	3ss	124
44445183	5ss	137
44445217	5ss	128
44445348	3ss	1437
44445619	3ss	128
44445676	5ss	125
44446781	3ss	137
44447145	5ss	210
44447361	3ss	210
44447596	5ss	93
44448812	3ss	73
44448934	3ss	154
44448984	5ss	11
44450000	3ss	11
44450537	3ss	93
44450727	5ss	191
44450950	3ss	191
44451072	5ss	342
44451189	3ss	342
44451293	5ss	175
44455970	3ss	175
44457552	3ss	40
44459455	3ss	85
4446205	3ss	42
44463107	5ss	27
4446326	5ss	101
44463598	3ss	27
44463755	5ss	13
44469228	5ss	12
44469278	3ss	13
44469385	3ss	12
44486619	5ss	13
44489808	3ss	71
44489897	5ss	92
44495826	5ss	15
44495933	3ss	92
44495994	3ss	15
44496003	5ss	76
44505353	3ss	13
44514918	3ss	76
44515020	5ss	62
44520018	5ss	160
44520208	3ss	160
44520401	5ss	243
44520555	3ss	243
44520666	5ss	368
44520912	3ss	368
44520962	5ss	384
44521037	3ss	384
44521123	5ss	523
44521364	3ss	523
44521519	5ss	315
44521859	3ss	315
44521950	5ss	463
44522627	3ss	463
44522711	5ss	607
44523289	3ss	607
44523380	5ss	495
44523462	3ss	495
44523540	5ss	666
44523633	3ss	666
44523772	5ss	592
44525604	3ss	592
44525679	5ss	429
44526356	3ss	429
44526445	5ss	605
44526644	3ss	605
44526748	5ss	851
44527006	3ss	851
44527367	3ss	62
44527507	5ss	48
44528774	3ss	48
44528889	5ss	54
44529630	5ss	25
44531175	3ss	25
44531301	5ss	52
44531550	3ss	52
44531642	5ss	28
44532340	3ss	54
44535970	3ss	28
44537328	3ss	21
44537427	5ss	26
44543802	5ss	44
44547363	3ss	44
44547431	5ss	56
44553862	3ss	56
44553963	5ss	66
44559738	3ss	66
44559810	5ss	84
44563443	5ss	27
44564482	3ss	84
44566057	3ss	27
44566224	5ss	39
44567620	3ss	39
44567762	5ss	38
44567854	3ss	38
44567978	5ss	65
44569114	3ss	65
44569251	5ss	64
44569448	3ss	64
44569578	5ss	39
44569692	3ss	39
44569846	5ss	35
44571736	3ss	35
44571883	5ss	15
44571979	3ss	15
44572404	5ss	23
44573507	3ss	23
44573669	5ss	16
44574350	3ss	16
44574754	5ss	33
44574839	3ss	33
44575023	5ss	24
44575712	3ss	24
44575805	5ss	33
44575902	3ss	33
44576077	5ss	25
44576163	3ss	25
44581554	5ss	237
44585294	5ss	12
44586166	3ss	12
4458985	3ss	101
4459062	5ss	67
44596973	5ss	29
44597010	5ss	21
44598422	3ss	50
44598962	5ss	22
44600584	5ss	11
44601959	3ss	11
44602041	5ss	12
4460433	3ss	67
44604954	3ss	12
44605073	3ss	26
44605170	5ss	34
4460543	5ss	49
44606979	3ss	22
44607147	5ss	22
44609404	3ss	22
44609495	5ss	11
44609799	3ss	11
44609925	5ss	35
44611414	3ss	22
44611417	3ss	13
4461426	3ss	49
44615163	3ss	237
44615217	5ss	206
44617444	5ss	12
44620883	3ss	206
44620985	5ss	374
44622727	5ss	10
44624186	3ss	374
44624276	5ss	276
44626499	5ss	11
44627597	3ss	11
44627705	5ss	30
44629961	3ss	276
44630105	5ss	198
44630435	3ss	198
44630515	5ss	341
44635003	3ss	10
44635506	3ss	30
446370	3ss	12
44645886	5ss	13
44646252	5ss	49
446464	5ss	47
44646467	3ss	13
44646520	5ss	29
44648710	3ss	29
44648800	5ss	30
44652924	3ss	30
44653050	5ss	10
44654566	3ss	10
44654658	5ss	15
44660405	3ss	15
44663916	3ss	49
44664164	5ss	160
44666635	5ss	42
44669960	5ss	11
44670557	3ss	17
44670566	3ss	25
44671036	5ss	70
44671888	3ss	341
44671986	5ss	367
44672438	5ss	10
44672554	3ss	80
44672713	5ss	109
44673004	3ss	367
44673174	5ss	221
44673597	3ss	109
44673688	5ss	47
44673965	3ss	47
44674091	5ss	97
44674188	3ss	11
44674248	5ss	42
44676241	3ss	42
44676367	5ss	87
44677013	3ss	87
44677105	5ss	58
44679137	3ss	21
44679199	5ss	35
44679381	3ss	35
44679530	5ss	64
44679651	3ss	37
44680022	3ss	64
44680113	5ss	79
44680375	3ss	79
44680570	5ss	74
44680804	5ss	87
44682458	3ss	76
44682569	5ss	125
44682711	3ss	136
44682859	5ss	147
44683140	3ss	147
44683220	5ss	49
44683392	3ss	74
44683983	3ss	74
44684141	5ss	78
44684260	3ss	78
44684351	3ss	49
44684427	5ss	132
44684428	5ss	77
44684728	3ss	132
44684913	5ss	87
44684926	3ss	160
44685078	3ss	87
44685117	5ss	136
44685149	5ss	81
44685252	3ss	77
44685335	5ss	178
44685478	3ss	81
44685550	5ss	58
44685689	3ss	58
44685981	5ss	83
44686231	3ss	83
44687043	3ss	23
44687133	5ss	26
44687256	3ss	113
44687358	5ss	178
44687976	3ss	178
44687983	3ss	23
44688040	5ss	88
44688527	3ss	88
44688730	5ss	99
44690024	3ss	73
44690163	5ss	55
44691303	3ss	81
44691426	5ss	109
44691860	3ss	109
44691992	5ss	137
44692734	3ss	137
44692751	5ss	52
44692877	5ss	35
44693363	3ss	34
44693522	5ss	41
44693683	3ss	35
44693816	5ss	66
44694049	3ss	33
44694193	5ss	44
44695085	3ss	171
44695252	5ss	60
44696429	3ss	66
44696530	5ss	63
44697632	3ss	63
44697751	5ss	110
44699425	3ss	110
44699461	5ss	132
44700193	3ss	63
44700561	3ss	132
44705534	3ss	110
44706335	3ss	204
44706450	5ss	114
44713386	3ss	114
44713540	5ss	100
44714010	3ss	100
44714156	5ss	151
44714777	3ss	151
44714867	5ss	162
