D3_pos	ss	D3_reads
33602630	3ss	21
33602808	5ss	21
33603392	3ss	21
33603519	5ss	39
33604673	3ss	39
33604809	5ss	26
33605159	3ss	26
33605325	5ss	26
33608261	3ss	44
33608331	5ss	65
33608731	3ss	26
33608947	5ss	27
33609916	3ss	27
3361048	5ss	13
33614251	3ss	14
33614373	5ss	34
33616108	5ss	28
33617494	3ss	28
3361753	3ss	18
33617639	5ss	33
3361948	5ss	42
33621036	3ss	33
33622200	3ss	34
33622349	5ss	45
33623431	3ss	45
33623543	3ss	65
33623664	5ss	82
33625709	3ss	82
33625795	5ss	42
33626447	3ss	42
33626605	5ss	52
3362677	3ss	42
33626798	3ss	52
33626896	5ss	44
33627243	3ss	44
33627326	5ss	57
3362768	5ss	33
33630305	3ss	57
33630451	5ss	47
3363049	3ss	33
33630688	3ss	47
33630783	5ss	63
33631277	3ss	63
33631327	5ss	68
33631515	3ss	68
33631657	5ss	63
3363175	5ss	39
33632647	3ss	63
33632746	5ss	46
33632830	3ss	46
33632990	5ss	61
33633612	3ss	61
33633753	5ss	39
33634906	3ss	39
33635067	5ss	40
33635569	3ss	40
33635741	5ss	66
33636292	3ss	66
33636411	5ss	51
33636751	3ss	51
33636933	5ss	42
33638102	3ss	42
33638353	5ss	59
33638448	3ss	59
33638592	5ss	57
33638942	3ss	57
33639083	5ss	42
33639806	3ss	42
33640005	5ss	65
33641368	3ss	65
33641497	5ss	68
33641985	3ss	68
33642042	5ss	51
33643468	3ss	51
33643633	5ss	47
33644545	3ss	47
33644709	5ss	57
33644792	3ss	57
33644866	5ss	40
33645281	3ss	40
33645406	5ss	52
33646198	3ss	52
33646320	5ss	61
33646416	3ss	61
33646616	5ss	35
33647659	3ss	35
33647910	5ss	44
33648106	3ss	44
33648231	5ss	59
33648332	3ss	59
33648457	5ss	52
33650301	3ss	52
33650421	5ss	37
33650984	3ss	37
33651174	5ss	27
33651797	3ss	27
33651945	5ss	53
33652134	3ss	53
33652242	5ss	41
33652375	3ss	41
33652465	5ss	47
33652551	3ss	47
33652720	5ss	36
33653136	3ss	36
33653310	5ss	62
33653420	3ss	62
33653604	5ss	52
33653812	3ss	26
33653830	3ss	52
33653954	5ss	23
33654030	5ss	48
33654186	3ss	48
33654296	5ss	43
33654786	3ss	43
33654881	5ss	45
33655003	3ss	45
33655104	5ss	54
33655255	3ss	54
33655341	5ss	69
33655834	3ss	69
33655944	5ss	82
33656016	3ss	82
33656208	5ss	52
33656433	3ss	52
33656558	5ss	45
33657015	3ss	45
33657187	5ss	58
33657811	3ss	58
33657975	5ss	76
33658694	3ss	76
33658886	5ss	52
33659392	3ss	52
33659496	5ss	55
33659578	3ss	55
33659705	5ss	48
33660505	3ss	48
33660670	5ss	68
33661322	3ss	68
33661482	5ss	69
33662701	3ss	69
33662862	5ss	60
33663489	3ss	60
3366664	5ss	11
3366912	3ss	39
3367022	5ss	39
336718	5ss	12
3367190	3ss	39
33685764	5ss	108
33687636	3ss	108
33687683	5ss	217
33693754	3ss	217
33693892	5ss	468
33695544	3ss	468
33695758	5ss	456
33696152	3ss	456
33697268	5ss	354
33697507	3ss	354
33697639	5ss	318
33697894	3ss	318
33710034	5ss	110
33713201	3ss	110
33713279	5ss	142
3371375	5ss	33
33716270	3ss	142
33716340	5ss	117
33718233	3ss	117
33718389	5ss	118
33718758	3ss	118
33718835	5ss	102
33721100	3ss	102
33721164	5ss	130
33722244	3ss	130
33722255	5ss	17
33722310	5ss	132
33722789	3ss	132
33722929	5ss	122
33724902	3ss	122
33724997	5ss	131
33725911	3ss	131
33726011	5ss	127
33726213	3ss	127
33726344	5ss	152
33734813	3ss	152
33734962	5ss	143
33736429	3ss	143
33736617	5ss	105
33736909	5ss	13
33738798	3ss	105
33738867	5ss	130
33739698	3ss	130
33739793	5ss	135
33739921	3ss	135
33739978	5ss	109
33740077	3ss	13
33740273	5ss	13
33740895	3ss	109
33740967	5ss	161
33741609	3ss	13
33741701	3ss	17
33741764	5ss	21
33741949	3ss	21
33742195	5ss	13
33744438	3ss	161
33744630	5ss	181
33745081	5ss	13
33745620	3ss	13
33745725	3ss	13
33745751	5ss	12
33746058	5ss	55
33747022	3ss	12
33747064	3ss	181
33747169	5ss	13
33747185	5ss	178
33747188	3ss	55
33747412	5ss	66
33748946	3ss	13
33749119	5ss	24
33749499	3ss	24
33750026	3ss	178
33750159	5ss	140
33751010	3ss	140
33751123	5ss	130
33752479	5ss	28
33754448	3ss	130
337571	3ss	73
33759390	3ss	28
33759467	5ss	15
33760538	3ss	66
33760616	5ss	53
33760748	3ss	53
33760906	5ss	43
33764161	3ss	15
33764277	5ss	10
33764531	3ss	43
33767644	5ss	19
33768579	3ss	10
33768694	5ss	10
337697	5ss	71
33774671	3ss	10
33774818	5ss	25
33775220	3ss	19
33775309	5ss	26
33778653	3ss	26
33778719	5ss	26
33779646	3ss	26
33780287	5ss	34
33780598	3ss	25
33780634	5ss	14
33783076	3ss	34
33783152	5ss	22
33783278	3ss	14
33783403	5ss	16
33783739	3ss	16
33785040	3ss	22
33785239	5ss	22
33793329	3ss	22
33793445	5ss	21
33795479	3ss	21
33795940	5ss	20
3379630	3ss	33
3379897	3ss	11
33800018	3ss	20
33800180	5ss	28
3380236	5ss	113
338124	3ss	71
3381710	3ss	11
33817932	5ss	133
338219	5ss	51
3382241	5ss	24
3382712	3ss	113
3382757	5ss	98
33828885	3ss	28
33828963	5ss	51
33831122	3ss	51
33831246	5ss	38
3383647	5ss	64
33836931	3ss	38
33837036	5ss	24
3383732	3ss	98
3383901	5ss	83
33840000	3ss	24
33840138	5ss	16
33840429	5ss	387
33846712	3ss	16
33846816	5ss	15
33848496	3ss	15
33853564	3ss	387
33853618	5ss	431
3385444	3ss	83
3385500	5ss	94
33855051	3ss	431
33855120	5ss	497
3385997	3ss	94
3386157	5ss	81
33863447	3ss	497
33863574	5ss	709
33864801	5ss	219
33865374	3ss	23
33865473	5ss	18
33866679	3ss	709
33866832	5ss	416
33867972	3ss	416
33868072	5ss	523
33870050	3ss	219
33870330	3ss	12
33870345	3ss	511
33870461	5ss	696
3387587	3ss	94
33877536	3ss	696
33877758	5ss	664
3387778	5ss	206
33879696	3ss	664
33879819	5ss	448
3388158	3ss	206
3388232	5ss	199
33883389	3ss	448
3388355	5ss	33
33883566	5ss	634
33885604	3ss	634
33885715	5ss	690
33886879	3ss	133
33886911	3ss	690
33886965	5ss	132
33887080	5ss	240
33893980	3ss	240
33894228	5ss	271
33895371	3ss	271
3389548	3ss	199
33895505	5ss	559
33895520	5ss	58
33895881	3ss	18
3389642	3ss	114
3389649	5ss	239
33896658	3ss	559
33896752	5ss	836
3389794	5ss	129
3389957	3ss	129
33900172	3ss	132
33900269	5ss	159
33900599	3ss	14
339006	3ss	12
3390086	5ss	114
33900896	3ss	44
3390364	3ss	239
3390495	5ss	185
33905498	3ss	836
33905621	5ss	882
33906735	3ss	854
33906922	5ss	544
33907843	3ss	572
3390900	3ss	185
3390983	5ss	149
339099	5ss	11
33911962	3ss	159
33912096	5ss	139
3391272	3ss	114
3391346	5ss	132
3391391	3ss	64
33914447	5ss	153
33914616	5ss	37
33917016	3ss	139
33921027	3ss	190
33921086	5ss	224
3392211	3ss	149
3392441	5ss	58
33925249	3ss	224
3392534	3ss	132
33925354	5ss	237
3392626	5ss	115
33932724	3ss	237
33932859	5ss	308
33935161	3ss	308
33935406	5ss	328
3394439	3ss	115
3394590	5ss	129
3394988	3ss	129
33951416	3ss	328
33951606	5ss	281
3395176	5ss	115
33953640	3ss	281
33953861	5ss	292
33954404	3ss	292
33954524	5ss	338
33954650	3ss	338
33954745	5ss	311
33959215	5ss	11
33959818	3ss	11
3396081	3ss	115
3396154	5ss	105
33963360	3ss	311
33963475	5ss	290
3396376	3ss	105
3396477	5ss	117
33966614	3ss	290
33966779	5ss	321
33968896	3ss	321
33968994	5ss	323
3397012	3ss	117
33977549	3ss	323
33977808	5ss	309
33984618	3ss	309
33984810	5ss	306
33986783	3ss	10
33997876	3ss	99
33997917	5ss	106
33998773	3ss	303
33998919	5ss	344
34001195	3ss	344
34001340	5ss	361
34009714	3ss	361
34009843	5ss	307
340159	3ss	11
34016	5ss	49
34020961	5ss	29
34021650	3ss	29
340321	5ss	11
34036243	3ss	307
34036327	5ss	273
34037253	3ss	273
34037339	5ss	279
34043572	5ss	13
34044214	3ss	279
34044368	5ss	275
34046125	3ss	13
34046195	5ss	27
34047803	3ss	27
34047925	5ss	58
34050090	3ss	58
34050378	5ss	92
34050644	3ss	275
34051400	3ss	92
34051456	5ss	89
34053568	3ss	89
34053650	5ss	74
34053864	3ss	74
34054029	5ss	56
34054791	3ss	56
34054897	5ss	51
34055129	3ss	51
34055380	5ss	71
3405548	3ss	58
3405664	5ss	67
34057715	3ss	71
34057811	5ss	83
34058897	5ss	25
34059875	3ss	83
34059976	5ss	70
34060498	3ss	70
34060656	5ss	70
34061199	3ss	70
34061377	5ss	59
34061695	3ss	59
34061877	5ss	43
34062057	3ss	25
34062419	5ss	56
34063327	3ss	43
34063471	5ss	61
34064274	3ss	61
34064420	5ss	65
34065696	3ss	65
34065926	5ss	45
34067056	3ss	45
34067249	5ss	44
34067428	3ss	56
34067471	3ss	44
34067552	5ss	24
34067598	5ss	56
34067801	3ss	56
34067970	5ss	56
34068054	3ss	24
34073418	5ss	145
34073968	3ss	145
34074183	5ss	414
34078463	3ss	56
34078630	5ss	62
34079038	3ss	62
34079172	5ss	65
34081256	3ss	65
34081399	5ss	65
34082351	3ss	65
34082484	5ss	65
34084406	3ss	65
34084544	5ss	64
34085548	3ss	64
34085896	5ss	44
34086424	3ss	44
34086545	5ss	72
34087878	3ss	72
34087998	5ss	90
34089672	3ss	90
34089793	5ss	46
34090218	3ss	46
34092833	5ss	68
34093273	3ss	414
34093335	5ss	467
34093448	3ss	467
34093534	5ss	450
34095567	3ss	68
34095680	5ss	63
34095864	3ss	63
34096019	5ss	73
34096772	3ss	73
34096873	5ss	60
34097783	3ss	450
34097827	3ss	60
34097883	5ss	48
34098021	5ss	507
34098107	3ss	507
34098189	5ss	570
34099192	3ss	48
34101175	3ss	570
34101312	5ss	717
34104372	3ss	717
34104424	5ss	616
34104502	3ss	616
34104588	5ss	586
34107611	3ss	586
34107766	5ss	572
34107852	3ss	572
34107960	5ss	737
34110942	3ss	737
34111003	5ss	664
34111726	3ss	664
34111836	5ss	618
34112076	3ss	618
34112225	5ss	614
34113453	3ss	614
34113603	5ss	639
34118026	3ss	639
34118220	5ss	581
34118743	3ss	581
34118843	5ss	725
34119245	3ss	725
34119308	5ss	576
34120850	3ss	576
34127339	5ss	99
34129758	3ss	99
34129880	5ss	111
34129934	5ss	992
34130072	3ss	992
34130142	5ss	1062
34130262	3ss	1051
34130289	3ss	111
34130349	5ss	1447
34130380	5ss	123
34130571	3ss	1458
34130690	5ss	1626
34133599	3ss	123
34133770	5ss	113
34135163	3ss	1626
34135256	5ss	1292
34135263	3ss	113
34135385	5ss	96
34136262	3ss	1292
34136427	5ss	1162
34136561	3ss	1162
34136580	5ss	48
34136618	5ss	1761
34137370	3ss	96
34137431	5ss	84
34139727	3ss	84
34139841	5ss	99
34139943	3ss	99
34140050	5ss	112
34142815	3ss	1761
34142846	5ss	1729
34143804	3ss	1729
34143900	5ss	1401
34143978	3ss	1401
34144006	3ss	112
34144042	5ss	1272
34144139	5ss	105
34144720	3ss	48
34144744	3ss	1272
34144759	5ss	64
34144880	5ss	1530
34144965	3ss	1530
34145020	5ss	1475
34145196	3ss	1475
34145309	3ss	105
34145402	5ss	79
34145849	3ss	79
34145947	5ss	69
34147028	3ss	64
34147079	5ss	70
34147168	3ss	70
34147252	5ss	61
34147336	3ss	61
34147441	5ss	51
34149010	3ss	69
34149146	5ss	115
34149644	3ss	51
34149837	5ss	61
34151082	3ss	61
34151202	5ss	38
34152360	3ss	115
34152484	5ss	95
34152928	3ss	95
34153078	5ss	137
34153672	3ss	137
34153768	5ss	132
34154573	3ss	132
34154689	5ss	109
34155866	3ss	109
34155967	5ss	73
34156059	3ss	73
34156133	5ss	80
34156722	3ss	80
34156838	5ss	111
34158189	3ss	111
34158322	5ss	153
34158525	3ss	153
34158573	5ss	142
3415968	5ss	15
34160738	3ss	142
34160834	5ss	140
34160911	3ss	38
34160932	3ss	140
34160945	5ss	49
34161042	5ss	96
34161570	3ss	49
34161602	5ss	52
34161947	3ss	96
34162119	5ss	87
34162636	3ss	87
34162755	5ss	142
34163136	3ss	52
34163245	5ss	41
34163266	3ss	142
34163364	5ss	157
34163822	3ss	157
34163895	5ss	160
3416479	3ss	15
34164992	3ss	160
34165075	5ss	136
34165428	3ss	41
34165557	5ss	28
3416571	5ss	37
34167631	3ss	136
34169371	3ss	28
34169463	5ss	30
34171081	3ss	30
34171162	5ss	41
34171284	3ss	41
34171372	5ss	19
34171481	3ss	19
34172042	5ss	57
34173910	3ss	57
34175705	5ss	54
34176897	3ss	54
3417705	3ss	37
34177094	5ss	53
3417848	5ss	19
34178798	3ss	53
34179238	5ss	34
3418640	3ss	19
3418819	5ss	46
3419115	3ss	46
3419268	5ss	49
34204740	5ss	521
34204981	3ss	424
34205094	5ss	850
34206920	5ss	10
34207117	3ss	10
34207232	5ss	15
34207501	3ss	15
34207668	5ss	11
34208514	3ss	947
34208606	3ss	11
34208659	5ss	272
34208692	5ss	1144
34208695	5ss	17
34208798	3ss	17
34210489	3ss	1416
34210572	5ss	1361
34211245	3ss	1361
34211295	5ss	1270
34212608	3ss	1270
34220906	3ss	34
34220946	5ss	29
3422369	3ss	49
3422445	5ss	47
34234214	3ss	29
34234338	5ss	42
3424103	3ss	47
34241183	3ss	42
34242106	5ss	106
3424297	5ss	43
3424632	3ss	43
3424705	5ss	49
34249777	3ss	106
34249959	5ss	65
34250656	3ss	65
34250757	5ss	75
3425104	3ss	24
34251390	3ss	75
3425175	5ss	34
3425242	3ss	49
3425368	5ss	73
34253743	5ss	58
3425652	3ss	67
3425765	5ss	93
34261004	3ss	58
3427191	3ss	73
3427287	5ss	49
3428296	3ss	93
3428434	5ss	82
34287373	5ss	204
34287378	5ss	543
34287555	3ss	747
34287685	5ss	1628
34287892	5ss	11
34288720	3ss	1628
34289576	3ss	11
34289671	5ss	24
34291333	3ss	24
34291425	5ss	37
34292072	3ss	37
34292247	5ss	35
34297768	3ss	35
34297912	5ss	22
3429817	3ss	49
3429896	5ss	33
34302152	3ss	22
34302457	5ss	19
3430285	3ss	33
34303695	3ss	19
3430438	5ss	33
3432134	3ss	33
3432682	5ss	13
34329597	5ss	33
3433516	3ss	34
3433590	5ss	40
34336339	5ss	13
34338711	3ss	46
34338845	5ss	49
34339022	3ss	49
34339164	5ss	70
3434275	3ss	40
34343122	3ss	70
3434398	5ss	27
3435081	3ss	27
3435205	5ss	25
34360001	5ss	61
34362410	3ss	17
34389413	3ss	44
34389527	5ss	108
34392402	5ss	226
34395269	3ss	226
34395406	5ss	228
34398054	3ss	228
34398121	5ss	266
34399926	3ss	266
34400023	5ss	272
34400545	3ss	10
34403973	3ss	272
34404154	5ss	238
34404856	3ss	238
34404992	5ss	235
34405393	3ss	235
34405491	5ss	179
34409285	3ss	179
34409354	5ss	144
34410241	3ss	134
3441182	3ss	13
34430495	3ss	98
34430666	5ss	73
34435272	3ss	73
34435356	5ss	96
34446224	3ss	96
34446303	5ss	94
34450935	3ss	94
34451322	5ss	105
34457360	3ss	105
34457473	5ss	93
34458877	3ss	93
34459056	5ss	80
34459572	3ss	80
34459751	5ss	55
34460626	5ss	204
34470739	3ss	204
34470910	5ss	226
34472535	3ss	226
34472645	5ss	295
34473624	3ss	295
34473754	5ss	300
34474637	3ss	300
34474741	5ss	297
34475348	3ss	297
34475473	5ss	277
3447550	3ss	82
3447662	5ss	96
34477558	3ss	277
34477749	5ss	244
34478212	3ss	244
34478364	5ss	316
34482798	3ss	316
34482936	5ss	274
34485652	3ss	274
34485782	5ss	267
34487292	3ss	55
34487570	5ss	80
34489835	3ss	267
34489942	5ss	257
3449012	3ss	25
3449137	5ss	47
34492505	3ss	257
34492588	5ss	294
34492915	3ss	294
34501171	3ss	80
34501269	5ss	102
34501955	3ss	102
34502119	5ss	118
3450503	5ss	151
34505406	3ss	118
34505584	5ss	95
34515702	3ss	95
34515801	5ss	74
34516390	3ss	10
34517401	5ss	425
34517737	3ss	425
34517851	5ss	313
34519171	3ss	74
34519366	5ss	51
34519894	3ss	313
34520047	5ss	325
34520630	3ss	268
34520790	5ss	287
3452164	5ss	73
34521954	3ss	344
3452406	5ss	25
3452480	3ss	47
34526619	3ss	51
3452664	5ss	25
34527030	5ss	62
34528786	3ss	62
34528969	5ss	66
34535407	3ss	66
3454426	3ss	25
3454648	5ss	21
3456352	3ss	151
3456548	3ss	12
3456578	5ss	201
3456633	5ss	13
3457363	3ss	201
3458321	3ss	21
345928	5ss	30
34602521	5ss	12
3461392	3ss	96
34614191	3ss	12
34614282	5ss	44
3461464	5ss	73
34615978	3ss	44
34616019	5ss	59
34617256	3ss	59
34617379	5ss	57
34619023	3ss	57
34619195	5ss	44
34621014	3ss	44
34621159	5ss	59
34624967	3ss	59
34625135	5ss	66
3462750	3ss	26
34632902	3ss	66
34633032	5ss	50
34634866	3ss	13
34635098	3ss	37
34638819	5ss	23
3464034	3ss	73
34640699	3ss	23
34640822	5ss	23
3464107	5ss	66
34646783	5ss	88
34647086	3ss	88
34647255	5ss	114
34647489	3ss	114
34647564	5ss	113
34647654	3ss	113
34647702	5ss	88
34647829	3ss	88
34647958	5ss	105
34648112	3ss	105
34648168	5ss	93
34648331	3ss	93
34648453	5ss	93
34648759	3ss	93
34648891	5ss	120
34648901	3ss	23
34648995	3ss	120
34649058	5ss	47
34649078	5ss	95
34649407	3ss	95
34649561	5ss	126
34650366	3ss	126
34652057	3ss	47
34652223	5ss	18
34655399	3ss	18
34655546	5ss	16
34656580	5ss	106
34660409	3ss	16
34660566	5ss	39
34663668	5ss	415
34668489	3ss	39
34685383	3ss	415
34685546	5ss	436
34686977	3ss	106
34687060	5ss	211
34687539	3ss	436
34687668	5ss	442
3469368	3ss	66
3469466	5ss	71
34697436	5ss	17
34699834	3ss	442
34699956	5ss	427
34706029	3ss	400
34706205	5ss	332
34706501	3ss	359
34706566	5ss	117
34707830	3ss	17
34707953	5ss	48
34710296	3ss	117
34710478	5ss	271
34710611	3ss	271
34710782	5ss	353
34712412	3ss	353
34712643	5ss	250
34713305	3ss	48
34713480	5ss	75
34715574	3ss	75
34715728	5ss	51
34715841	3ss	51
34715982	5ss	79
34717313	3ss	102
34717369	5ss	110
34717552	3ss	79
34717666	5ss	61
34718270	3ss	258
34721397	3ss	61
34721596	5ss	62
34721695	3ss	62
34721849	5ss	64
34725064	3ss	64
34725214	5ss	55
34725328	5ss	420
34725689	3ss	420
34725731	5ss	751
34725944	3ss	55
34726089	5ss	48
34727622	3ss	48
34730372	3ss	751
34730480	5ss	1065
34735685	3ss	1065
34735774	5ss	1094
34738068	3ss	1094
34738172	5ss	1257
34741223	3ss	1257
34757573	3ss	211
34757703	5ss	327
34760071	5ss	41
34775922	5ss	66
34778296	5ss	11
34778544	3ss	11
34787195	3ss	66
34787327	5ss	139
34789430	3ss	41
34789592	5ss	74
34789694	3ss	74
34789732	5ss	65
34791034	3ss	65
34791125	5ss	42
34791873	5ss	20
34793787	3ss	139
34793992	5ss	204
34796044	3ss	327
34796132	5ss	291
34799191	3ss	204
34799339	5ss	146
34801994	3ss	42
34802183	5ss	42
34802498	3ss	42
34802638	5ss	42
34803071	3ss	42
34803241	5ss	52
34803817	3ss	291
34803881	5ss	271
34803933	3ss	52
34804125	5ss	63
34804484	3ss	146
34804643	5ss	116
34805021	3ss	116
34805178	5ss	141
34807905	3ss	271
34807962	5ss	247
34808689	3ss	247
34808759	5ss	182
34809135	3ss	141
348103	3ss	30
34810812	3ss	20
34811021	5ss	28
34811117	3ss	182
34811223	5ss	228
34811872	3ss	228
34812050	5ss	352
34812285	3ss	352
34812313	5ss	375
34813679	3ss	309
34813765	5ss	296
3481466	3ss	71
34814688	3ss	362
34814774	5ss	329
3481566	5ss	80
34818326	3ss	28
34818466	5ss	36
34818676	3ss	36
34818771	5ss	20
34818895	3ss	20
34818902	3ss	329
34818956	5ss	295
34819056	5ss	31
34821094	3ss	31
34821252	5ss	40
34821837	3ss	295
34821955	5ss	205
34823061	3ss	205
34823394	3ss	63
34823480	5ss	55
34824016	3ss	55
34824186	5ss	47
34824425	5ss	39
34824567	3ss	47
34824596	5ss	224
34824609	3ss	40
34824706	5ss	127
34825106	3ss	64
34825247	5ss	72
34825501	3ss	72
34825694	5ss	53
34825901	3ss	53
3482617	3ss	80
34826435	3ss	224
34826584	5ss	250
3482704	5ss	84
34827348	5ss	72
348274	5ss	44
34827743	3ss	39
34828547	5ss	136
34829837	3ss	250
3482990	3ss	84
34829902	5ss	207
34830772	3ss	63
34830793	3ss	207
34830897	5ss	49
34831779	3ss	72
34831975	5ss	53
34832327	3ss	49
34832619	3ss	136
34832848	5ss	141
34833360	5ss	16
34835002	3ss	53
34835156	5ss	48
34835243	3ss	48
34835393	5ss	41
34838631	3ss	41
34838782	3ss	16
34838893	5ss	65
34838947	5ss	30
34839361	3ss	65
34839469	5ss	59
34839596	3ss	59
34839702	5ss	52
34839921	3ss	30
34840058	5ss	44
34840090	3ss	52
34842419	3ss	44
34842497	5ss	45
34842629	5ss	136
34842779	3ss	114
34842810	5ss	120
34843500	3ss	141
34843552	3ss	45
34848657	3ss	142
34848743	5ss	134
34849770	3ss	134
34849850	5ss	133
34851067	3ss	133
34855924	5ss	46
34856165	3ss	46
34856293	5ss	880
34857250	3ss	880
34857340	5ss	873
34857376	5ss	13
34857688	3ss	873
34857756	5ss	806
34859488	3ss	806
34859607	5ss	1072
34868408	3ss	1072
34868491	5ss	1028
34868640	3ss	1028
34868786	5ss	1391
34869839	3ss	1391
34869910	5ss	1467
34870423	3ss	1467
34870467	5ss	1212
34872371	3ss	1212
34872424	5ss	862
348769	3ss	44
348841	5ss	12
34884153	3ss	862
34884213	5ss	1033
34884633	3ss	1033
34884676	5ss	1105
34884819	3ss	1105
34884971	5ss	974
34887206	3ss	974
34887335	5ss	1117
34887486	3ss	1117
34887562	5ss	960
34890112	3ss	960
34890240	5ss	994
34890461	3ss	994
34890536	5ss	1366
34890624	3ss	1366
34890690	5ss	1129
34890806	3ss	1129
34891440	5ss	10
34892943	3ss	10
34895443	5ss	45
34895554	3ss	45
34895720	5ss	73
34895835	3ss	73
34895895	5ss	93
34900066	3ss	93
34900415	5ss	123
34900946	5ss	65
34901468	3ss	65
34901666	5ss	126
34904642	3ss	123
34904752	5ss	96
34910661	3ss	126
34910741	5ss	160
34912424	3ss	96
34912572	5ss	82
34912923	3ss	160
34913176	5ss	124
34915475	5ss	186
34916002	5ss	456
34916613	3ss	124
34916711	5ss	171
34916895	3ss	82
34918469	3ss	456
34918519	3ss	186
34918580	5ss	600
34918685	5ss	182
34919475	5ss	447
34919945	3ss	600
34919988	5ss	649
34920998	3ss	34
34921091	5ss	76
34921481	3ss	489
34921564	5ss	774
34921782	3ss	182
34922322	3ss	649
34922392	5ss	876
34922644	3ss	876
34922693	5ss	914
34922766	3ss	774
34922800	3ss	914
34922836	5ss	689
34922873	5ss	783
34923106	3ss	783
34923156	5ss	703
34923238	3ss	703
34923339	5ss	662
34923502	3ss	171
34923615	5ss	172
34924253	3ss	689
34924317	5ss	588
34924952	3ss	662
34925080	5ss	736
34925331	3ss	736
34925773	3ss	588
34925873	5ss	771
34927697	5ss	157
34929462	3ss	157
34929550	3ss	771
34929622	5ss	135
34929671	5ss	991
34929852	3ss	37
34930021	5ss	129
34931536	3ss	98
34931682	5ss	163
34931893	3ss	163
34932081	5ss	100
34933920	3ss	129
34934013	5ss	187
34934413	3ss	172
34934616	5ss	68
34934622	5ss	96
34934749	3ss	991
34934816	5ss	1037
34935016	3ss	13
34935096	5ss	17
34935675	3ss	164
34935815	3ss	187
34935849	5ss	186
34935905	3ss	1037
34935938	5ss	237
34936026	5ss	813
34936249	3ss	237
34936371	5ss	278
34937431	3ss	278
34937735	5ss	354
34937774	3ss	186
34937787	3ss	17
34937943	5ss	20
34937968	5ss	121
34938362	5ss	92
34938963	3ss	354
34939114	5ss	316
34939463	3ss	100
34939573	5ss	115
34941170	3ss	813
34941201	3ss	316
34941269	5ss	825
34941277	3ss	115
34941288	5ss	259
34941393	5ss	132
34941730	3ss	121
34941880	5ss	155
34942270	3ss	155
34942395	5ss	187
34942480	3ss	187
34942628	5ss	190
34942886	3ss	825
34943052	5ss	537
34943427	3ss	190
34943675	5ss	156
34944972	3ss	259
34945130	5ss	268
34945165	3ss	537
34945258	5ss	605
34945349	3ss	605
34945461	5ss	627
34945614	3ss	132
34945638	3ss	156
34945761	5ss	122
34945866	3ss	268
34945908	5ss	286
34947902	3ss	122
34947973	5ss	99
34948084	3ss	99
34948199	5ss	87
34948586	5ss	12
34948671	3ss	26
34948724	3ss	61
34949467	3ss	20
34949648	3ss	39
34949674	3ss	627
34949763	5ss	28
34949782	5ss	33
34949829	5ss	604
34950275	3ss	280
34950447	5ss	285
34950529	3ss	28
34950549	3ss	27
34950604	5ss	36
34950890	3ss	36
34950991	5ss	28
34951101	3ss	28
34951202	5ss	36
34951375	3ss	604
34951401	3ss	12
34951471	5ss	589
34951610	5ss	10
34952859	3ss	36
34952951	3ss	92
34953031	5ss	154
34953055	5ss	29
34954031	3ss	258
34954106	5ss	257
34954592	3ss	10
34954658	3ss	257
34954931	3ss	589
34955036	5ss	480
34956466	5ss	15
34956591	3ss	15
34957001	3ss	29
34957093	5ss	31
34957783	3ss	480
34957919	5ss	823
34959945	3ss	823
34962079	3ss	31
34962199	5ss	11
34964238	5ss	13
34964335	3ss	13
34964454	5ss	18
34964679	3ss	18
34969053	3ss	154
34969153	5ss	140
34971673	5ss	15
34972343	3ss	15
34972528	5ss	18
34976149	3ss	18
34976227	5ss	31
34976532	3ss	31
34977240	5ss	10
34977543	3ss	10
34977638	5ss	12
34978012	3ss	12
34978931	3ss	140
34979130	5ss	201
34981382	5ss	15
34981967	3ss	201
34982065	5ss	166
34983942	3ss	15
34984009	5ss	31
34984168	3ss	31
34984230	5ss	26
34984397	3ss	26
34984527	5ss	22
34985250	3ss	11
34985491	3ss	22
34985836	5ss	19
34988187	3ss	166
34988361	5ss	232
34989828	5ss	13
34991686	3ss	232
34991833	5ss	132
34993197	3ss	13
34993441	5ss	42
34996262	3ss	42
34996863	5ss	30
34997023	3ss	30
34999671	3ss	132
34999729	5ss	123
35006117	3ss	123
35006275	5ss	142
35013862	3ss	142
35013926	5ss	107
35015019	5ss	62
35016461	3ss	107
35021876	3ss	19
35021942	5ss	10
35027924	3ss	10
35028030	5ss	30
35046335	3ss	30
35046433	5ss	17
35047293	3ss	17
35047445	5ss	43
