pUC57_pos	ss	pUC57_reads
23423621	3ss	86
23425891	5ss	41
234263320	5ss	41
23428848	3ss	41
234296903	3ss	41
234297013	5ss	69
234299049	3ss	69
234299129	5ss	60
2343209	3ss	29
2343290	5ss	73
234343026	3ss	60
234343130	5ss	89
234343415	3ss	89
234343547	5ss	76
234344464	3ss	76
234344570	5ss	41
234344962	3ss	41
234345087	5ss	63
234346023	3ss	63
234346125	5ss	54
234346863	3ss	54
234347025	5ss	47
234350533	3ss	47
234350641	5ss	42
234354269	3ss	42
234354408	5ss	46
234355358	3ss	46
234355442	5ss	42
234356733	3ss	42
234356827	5ss	36
234356922	3ss	36
234357021	5ss	45
234357749	3ss	45
234358022	5ss	69
234358628	3ss	69
234358777	5ss	58
234359568	3ss	58
234359696	5ss	75
234360610	3ss	75
234360706	5ss	80
234363409	3ss	80
234363519	5ss	65
234365545	3ss	65
234365641	5ss	89
234365867	3ss	89
234365974	5ss	44
234366930	3ss	44
234367043	5ss	39
234368403	3ss	39
234368537	5ss	62
234368840	3ss	62
234368991	5ss	70
234370994	3ss	70
234371105	5ss	32
234371289	3ss	32
234371381	5ss	50
234372810	3ss	50
234372929	5ss	78
23437434	3ss	13
234375732	3ss	78
234375849	5ss	39
234377069	3ss	39
234377199	5ss	26
234378017	3ss	26
23438605	5ss	56
2343963	3ss	73
2344037	5ss	42
2344360	3ss	42
2344422	5ss	42
2344551	3ss	42
2344650	5ss	37
234509424	5ss	304
234509586	5ss	12
234509976	3ss	316
234510135	5ss	371
234519469	3ss	371
2345251	3ss	37
2345328	5ss	26
23465274	3ss	56
234675811	5ss	16
234676495	3ss	16
234676582	5ss	10
234676866	3ss	10
2351432	3ss	26
2351592	5ss	22
2351655	5ss	20
23524426	5ss	219
235259	3ss	325
2352944	3ss	42
235454	5ss	184
235492093	5ss	112
235498557	3ss	112
235498649	5ss	170
235505023	3ss	170
235505093	5ss	195
235505326	3ss	195
235530819	5ss	74
235543334	3ss	74
235543464	5ss	166
235564818	3ss	166
235564902	5ss	194
235577748	3ss	194
235577933	5ss	84
235582788	3ss	84
235582876	5ss	96
235590455	3ss	96
235590554	5ss	100
235594020	3ss	100
235594119	5ss	96
235597519	3ss	96
235597595	5ss	107
235599060	3ss	107
235599155	5ss	116
235599701	3ss	116
235599765	5ss	171
235599859	3ss	171
235599923	5ss	241
235600637	3ss	241
235600789	5ss	169
235602084	3ss	169
235602237	5ss	227
235605129	3ss	227
235605197	5ss	168
235606167	3ss	168
235606226	5ss	105
235611664	3ss	105
235611755	5ss	201
235611985	3ss	201
23564828	5ss	502
23566867	3ss	502
23569088	5ss	48
23569271	3ss	48
23569600	5ss	308
23570789	3ss	308
23570997	5ss	218
23573527	3ss	218
23573592	5ss	259
23573946	3ss	259
23574051	5ss	206
23575360	3ss	13
23578308	3ss	193
23578390	5ss	251
23581801	3ss	251
235860814	5ss	14
235903947	3ss	14
235904020	5ss	28
235943515	3ss	28
235943764	5ss	68
235949532	3ss	68
235951891	5ss	67
23595986	3ss	219
235961206	3ss	67
235961394	5ss	74
23596167	5ss	204
235962236	3ss	74
23603137	3ss	204
23603241	5ss	281
23603542	3ss	281
23603727	5ss	203
23610595	3ss	203
23610702	5ss	311
23613719	3ss	311
23613779	5ss	437
23615268	3ss	437
23615320	5ss	540
23615821	3ss	540
23615961	5ss	248
23626164	3ss	248
23626285	5ss	114
23627220	3ss	114
23627388	5ss	224
23629346	3ss	224
23629465	5ss	169
23630284	3ss	169
23630359	5ss	175
23631704	3ss	175
23631808	5ss	183
23632526	3ss	183
23632600	5ss	237
23634728	3ss	237
23634825	5ss	225
23637211	3ss	225
23637224	5ss	13
23637342	5ss	279
23637586	3ss	13
236403493	5ss	19
23651172	5ss	32
23651611	3ss	279
23651670	5ss	252
23652511	3ss	252
23652620	5ss	152
23652911	5ss	183
23653884	3ss	152
23654023	5ss	230
23654276	3ss	183
236543	3ss	184
23654344	5ss	192
23655074	3ss	230
23655208	5ss	225
236558960	5ss	15
23656155	3ss	225
23656260	5ss	253
23656739	3ss	253
23656901	5ss	259
236572516	3ss	15
236572574	5ss	13
23657620	3ss	259
236577560	3ss	13
236577599	5ss	13
23657889	3ss	11
236590692	3ss	13
236590750	5ss	13
236617823	3ss	19
236617881	5ss	22
236626201	3ss	22
236626288	5ss	18
236631531	3ss	13
236631576	5ss	16
236645567	3ss	16
236649607	3ss	18
236649692	5ss	16
236653342	3ss	16
236653483	5ss	34
236658998	3ss	34
236659132	5ss	38
236686924	5ss	10
236687270	3ss	10
236687361	5ss	167
236689268	3ss	167
236689415	5ss	152
23669828	3ss	192
23669946	5ss	78
236700797	3ss	152
236700885	5ss	180
236702179	3ss	180
236702389	5ss	91
236703864	3ss	91
236703983	5ss	226
236704954	3ss	226
236705010	5ss	247
236706061	3ss	247
236706087	5ss	255
236706215	3ss	147
236706340	5ss	125
236706403	3ss	38
236706530	5ss	41
236706860	3ss	233
236706948	5ss	220
236708011	3ss	41
236708050	3ss	220
236708166	5ss	29
236708215	5ss	190
236711312	3ss	190
236714	5ss	351
236715883	3ss	29
236715975	5ss	19
23672491	3ss	78
23672602	5ss	124
23676947	3ss	124
23677049	5ss	129
23678368	3ss	129
236791989	3ss	19
236792093	5ss	38
236817382	3ss	38
236817550	5ss	21
23682550	3ss	32
236839567	5ss	17
23685928	5ss	1748
236877106	3ss	38
236877267	5ss	12
23689646	3ss	1748
23689763	5ss	1088
23690661	5ss	335
23691405	3ss	335
23691573	5ss	369
23692235	3ss	369
23692379	5ss	329
23693107	3ss	1088
23693223	5ss	1804
23693385	3ss	329
23693478	5ss	572
236945205	3ss	12
236945359	5ss	20
236949395	3ss	20
236949485	5ss	14
23695191	3ss	572
23695410	5ss	358
236957703	3ss	14
236957925	5ss	21
236959037	5ss	73
236966728	3ss	61
236966731	3ss	12
236966942	5ss	81
236969444	3ss	81
236969533	5ss	80
236972004	3ss	80
236972073	5ss	84
23697282	3ss	1804
236973803	3ss	84
236973895	5ss	77
23697404	5ss	1630
236976038	3ss	77
236976144	5ss	88
236978904	3ss	88
236978963	5ss	88
236979749	3ss	88
236979843	5ss	45
236987419	3ss	45
236987519	5ss	58
23698790	3ss	358
236988638	3ss	58
236988699	5ss	61
23698945	5ss	289
236990129	3ss	61
236990196	5ss	72
236992489	3ss	72
236992568	5ss	61
236995266	3ss	61
236995378	5ss	73
236998847	3ss	73
236998987	5ss	64
23699989	3ss	289
23700066	5ss	215
237001714	3ss	64
237001899	5ss	90
23700513	3ss	1630
23700559	3ss	215
23700643	5ss	805
23700713	5ss	284
23700815	3ss	284
23700997	5ss	275
23701181	3ss	275
237013644	3ss	90
237013823	5ss	49
237015821	3ss	49
237015937	5ss	45
237016248	3ss	45
237016388	5ss	60
23701788	3ss	805
23701822	5ss	370
237023133	3ss	60
237023222	5ss	104
237024425	3ss	104
237024577	5ss	63
237025536	3ss	63
237025643	5ss	43
237026754	3ss	43
237026854	5ss	39
237028836	3ss	21
237037073	3ss	39
237037140	5ss	59
237038026	3ss	59
237038146	5ss	103
23704402	3ss	370
237044055	3ss	103
237044136	5ss	91
237048421	3ss	91
237048519	5ss	68
237049592	3ss	68
237049667	5ss	68
237052481	3ss	68
237052636	5ss	94
237054433	3ss	94
237054629	5ss	65
237057657	3ss	65
237057857	5ss	25
237058658	3ss	25
237058850	5ss	51
237060306	3ss	51
237060418	5ss	64
237060858	3ss	64
237144	5ss	470
23776488	5ss	14
23776917	5ss	10
23776969	3ss	14
23791029	5ss	566
23791390	3ss	566
23791504	5ss	424
23792208	3ss	424
23792275	5ss	500
23792586	3ss	500
23792692	5ss	826
23793174	3ss	826
23793261	5ss	1431
23793347	3ss	1431
23793498	5ss	565
23794456	3ss	565
237994685	5ss	253
237995770	3ss	253
237995840	5ss	290
237997248	3ss	290
237997296	5ss	308
237998505	3ss	308
237998637	5ss	218
238002733	3ss	218
238002840	5ss	336
238004465	3ss	336
238004527	5ss	383
238005465	3ss	383
238005512	5ss	321
238006306	3ss	321
23801534	5ss	2429
23801775	3ss	2429
23801826	5ss	2583
23801917	3ss	2583
23802000	5ss	2629
23802411	3ss	87
23802520	5ss	153
23802540	3ss	10
23803445	3ss	2695
23803546	5ss	1077
23803637	3ss	1077
23803677	5ss	1371
23803803	3ss	1371
23812131	5ss	14
23820493	3ss	14
23847579	5ss	32
23848728	3ss	32
23848912	5ss	625
23852019	5ss	41
23852951	3ss	622
23853001	5ss	619
238536383	5ss	14
238601164	5ss	17
238617187	3ss	31
238617273	5ss	38
238657007	3ss	38
238657042	5ss	58
238657842	3ss	58
238657967	5ss	57
238661952	3ss	57
238662122	5ss	91
238664738	3ss	91
238664830	5ss	65
238668707	3ss	65
238668848	5ss	129
238671246	3ss	129
238678461	5ss	30
238678586	3ss	30
238678635	5ss	33
238680724	3ss	33
238680841	5ss	18
238681509	3ss	18
238681588	5ss	36
238683001	3ss	36
238683105	5ss	14
238688065	3ss	14
238768370	5ss	125
238785866	3ss	125
238786004	5ss	126
238820170	3ss	126
238875774	5ss	120
238881734	3ss	120
238881867	5ss	124
238896605	3ss	124
238896634	5ss	169
238903386	3ss	169
238903451	5ss	225
238925208	3ss	213
238925275	5ss	255
238933983	3ss	267
238934053	5ss	236
238939197	3ss	236
238939254	5ss	250
238940863	3ss	250
238940895	5ss	274
238944519	3ss	274
238944581	5ss	232
238949929	3ss	232
238969784	5ss	71
238972998	3ss	71
238973110	5ss	134
238976706	3ss	134
238976806	5ss	230
238977938	3ss	230
238978118	5ss	104
238990350	3ss	104
238990477	5ss	149
238990686	3ss	149
238990850	5ss	190
238991889	3ss	190
238991995	5ss	140
238998	3ss	470
238999859	3ss	140
238999895	5ss	83
239002502	3ss	83
239002585	5ss	114
239003061	3ss	114
239003163	5ss	91
239005442	3ss	91
239005517	5ss	141
239006843	3ss	141
239076	5ss	488
239234015	5ss	12
239234450	3ss	12
239234611	5ss	24
239237327	3ss	24
239237470	5ss	39
239237567	3ss	39
239237983	5ss	21
239241465	3ss	21
239241536	5ss	29
239242601	3ss	29
239257489	5ss	41
239257966	3ss	41
239258049	5ss	20
239261468	3ss	20
239261591	5ss	47
239261814	3ss	47
239261850	5ss	33
239264645	3ss	33
239264721	5ss	15
23926623	5ss	10
23927128	3ss	10
23929058	3ss	663
23929190	5ss	672
23930603	3ss	672
239306100	3ss	15
23930750	5ss	832
23932000	3ss	832
239335760	5ss	23
239342195	3ss	23
239342336	5ss	81
239344352	3ss	38
239344654	5ss	41
239352983	3ss	84
239353368	5ss	50
239355025	3ss	50
23938936	5ss	23
23939251	3ss	23
23939310	5ss	132
23940115	3ss	132
23940186	5ss	230
23944380	3ss	230
23944517	5ss	273
23944767	3ss	273
23944851	5ss	304
23944935	3ss	304
23944987	5ss	250
23945238	3ss	250
23945361	5ss	346
23945448	3ss	346
23945616	5ss	419
2394589	5ss	13
23945936	5ss	22
23946409	3ss	419
23946565	5ss	325
23946712	3ss	325
23946769	5ss	339
23947216	3ss	339
2394751	5ss	101
2394752	3ss	13
2394869	3ss	101
2395055	5ss	1309
23955190	5ss	10
23958664	5ss	846
23958724	3ss	20
23958730	5ss	467
23958786	5ss	191
23959341	3ss	1504
23959522	5ss	5494
23959931	3ss	5494
23960067	5ss	12833
23960687	3ss	12833
239795586	5ss	28
239841486	3ss	28
23987085	5ss	23
2398845	5ss	97
23990628	3ss	12
23990741	5ss	12
23991521	3ss	12
23996028	3ss	23
23996294	5ss	136
23997528	3ss	136
23997616	5ss	63
239990678	5ss	23
24001162	3ss	63
24001306	5ss	103
2400345	3ss	1309
24003468	3ss	103
24004096	5ss	91
2400537	5ss	1556
24006468	3ss	91
24006653	5ss	95
240070733	3ss	23
24009304	3ss	95
24009514	5ss	109
24018319	5ss	2301
24018714	3ss	109
24019099	3ss	1988
24019102	3ss	313
24019249	5ss	13331
24020297	3ss	13331
24020403	5ss	10366
24021150	3ss	10340
24021281	5ss	18242
24022288	3ss	18268
24022398	5ss	6240
2402280	3ss	1556
24022834	3ss	6240
2402399	5ss	1792
2402705	3ss	1792
2402762	5ss	1829
2403267	3ss	1829
2403395	5ss	2586
2404007	3ss	2586
2404164	5ss	1626
240473	3ss	351
240591	5ss	305
2405952	3ss	1626
2406083	5ss	1041
2406160	3ss	1041
2406226	5ss	876
2406634	3ss	876
2406680	5ss	978
24070068	5ss	55
24073154	5ss	1127
24073732	3ss	1127
24073795	5ss	812
24075511	3ss	55
24075538	3ss	812
24075567	5ss	58
24075665	5ss	1097
24075750	3ss	1097
24075871	5ss	1126
24076332	3ss	58
24076438	5ss	88
24077335	3ss	88
24078205	3ss	1126
24078299	5ss	981
24078520	5ss	104
24078897	3ss	104
24079008	5ss	70
24080533	3ss	981
24080590	3ss	70
24080691	5ss	887
24080745	5ss	44
24080853	3ss	44
24080950	5ss	52
24082318	3ss	887
24082333	3ss	52
24082452	5ss	853
24082513	5ss	62
24082764	3ss	62
24082875	5ss	78
24083443	3ss	78
24083615	5ss	86
24084115	3ss	853
24084209	5ss	1138
24086002	3ss	86
24086081	3ss	1138
24086225	5ss	1472
24089675	3ss	1472
24089844	5ss	1023
2409107	3ss	978
24091208	3ss	1023
24091380	5ss	1445
2409317	5ss	953
24094839	3ss	1445
24097799	5ss	18
24102175	3ss	18
24102301	5ss	39
24102789	3ss	39
24102884	5ss	16
24105203	5ss	120
24105928	3ss	106
24105971	5ss	123
24106354	3ss	137
24106431	5ss	140
24112165	3ss	140
24112269	5ss	155
24112805	3ss	155
24112913	5ss	175
24113765	3ss	175
2411412	3ss	953
2411484	5ss	1055
24115145	3ss	16
24115165	5ss	11
2411642	3ss	97
2411756	5ss	136
24117740	5ss	253
24119147	3ss	253
24119250	5ss	402
24119498	3ss	402
24119529	5ss	400
24119641	3ss	400
24119706	5ss	299
24120195	3ss	299
24120242	5ss	370
24120350	3ss	370
24120420	5ss	473
24120553	3ss	473
24120626	5ss	388
24120714	3ss	388
24120815	5ss	217
24120917	3ss	217
24121090	5ss	201
24121172	3ss	201
24121374	3ss	11
24121603	5ss	41
24122546	3ss	41
24122689	5ss	55
24122769	3ss	55
24122902	5ss	52
24123046	3ss	52
2412308	3ss	1055
24123287	5ss	42
24123380	3ss	42
24123596	5ss	31
2412430	5ss	1409
24124413	3ss	31
24124670	5ss	50
24125598	3ss	50
24129449	5ss	411
24133943	3ss	411
24134054	5ss	433
24134081	5ss	545
24135746	3ss	978
24135875	5ss	932
2414163	3ss	1409
2414241	5ss	1653
24143131	3ss	932
24143268	5ss	659
24145482	3ss	659
24145609	5ss	658
2415024	3ss	1653
241508531	5ss	32
241511840	3ss	32
241511980	5ss	36
241512527	3ss	36
241512678	5ss	23
241513192	3ss	23
241513308	5ss	41
241513530	3ss	41
241513765	5ss	52
241513932	3ss	52
241514045	5ss	54
241514447	3ss	54
241514559	5ss	25
241514919	3ss	25
241515027	5ss	36
241515952	3ss	36
241516182	5ss	48
2415162	5ss	2257
241516265	3ss	48
241516407	5ss	54
241517016	3ss	54
241526469	5ss	52
241528760	3ss	52
241528891	5ss	50
241530232	3ss	50
241530428	5ss	35
241531350	3ss	35
241531567	5ss	29
2415325	3ss	136
241533323	3ss	29
241533464	5ss	30
241533960	3ss	30
241534126	5ss	63
241534441	3ss	63
241534721	5ss	43
241535736	3ss	43
241535938	5ss	58
241536098	3ss	58
241536359	5ss	90
241537305	3ss	90
241537504	5ss	53
241537769	3ss	53
241537814	5ss	43
241538068	3ss	43
2415422	5ss	139
241544987	5ss	87
241545804	3ss	87
241546029	5ss	62
241555805	3ss	62
241555928	5ss	34
241556507	3ss	34
241556810	5ss	94
241557859	3ss	27
241557913	5ss	45
241558305	3ss	112
241558448	5ss	110
241569366	3ss	110
24158957	3ss	658
24159123	5ss	559
2416202	3ss	139
2416276	5ss	185
24163518	5ss	32
2416585	3ss	2257
2416646	3ss	185
2416710	5ss	850
24167412	3ss	559
2416750	5ss	207
24167602	5ss	1033
24167911	5ss	24
24169808	3ss	12
24170947	5ss	32
2417099	3ss	207
2417200	5ss	155
24175759	3ss	1033
24175890	5ss	477
24176328	3ss	477
2417858	3ss	155
2417944	5ss	195
24179959	5ss	12
2418034	3ss	195
241808779	5ss	12
241810061	3ss	12
24181171	3ss	32
24181225	5ss	17
2418324	3ss	850
2418401	5ss	1647
2418769	3ss	1647
2418877	5ss	1780
2419029	3ss	1780
24190832	3ss	56
24190917	5ss	92
2419146	5ss	982
24191724	3ss	23
24191840	5ss	10
24194146	3ss	17
24194284	5ss	102
24197300	3ss	79
24197887	5ss	98
2419839	3ss	407
2419914	3ss	396
2419919	3ss	92
24199718	5ss	11
24199839	3ss	102
24199945	5ss	129
24200216	5ss	22
2420050	3ss	87
242011655	5ss	143
242012033	3ss	143
242012329	5ss	128
242012411	3ss	47
242012518	5ss	33
242013711	3ss	114
242013888	5ss	100
242015594	3ss	100
242015713	5ss	207
242016660	3ss	207
242016783	5ss	181
242020647	3ss	181
242020784	5ss	156
242021808	3ss	156
242022020	5ss	255
242023819	3ss	255
242024006	5ss	139
242024708	3ss	139
242024804	5ss	145
242030132	3ss	145
242030357	5ss	163
242035334	3ss	100
242035337	3ss	63
242035580	5ss	151
242042051	3ss	151
242042645	5ss	218
24204291	3ss	33
24204389	5ss	66
242045218	3ss	218
242045319	5ss	215
242048616	3ss	215
242048809	5ss	238
242052767	3ss	238
24205766	3ss	129
24205903	5ss	84
24207543	3ss	84
24207701	5ss	41
242089962	5ss	141
242092891	3ss	141
242093019	5ss	109
242097222	3ss	109
242097277	5ss	153
242097899	3ss	153
242097964	5ss	155
242098628	3ss	155
242098758	5ss	273
242099747	3ss	273
242099909	5ss	316
242102700	3ss	316
242102816	5ss	303
242105752	3ss	303
242105856	5ss	197
242106460	3ss	57
24210668	3ss	66
24210828	5ss	10
242109196	3ss	140
242109282	5ss	158
242122062	3ss	158
24216423	5ss	98
24217304	3ss	10
24217428	5ss	40
24219229	3ss	40
2422028	5ss	26
24222542	3ss	41
24225245	3ss	10
24225443	3ss	98
242255025	5ss	116
242255397	5ss	564
24225592	5ss	128
242257014	5ss	45
24225829	3ss	128
242259702	5ss	18
24225972	5ss	193
24226335	3ss	193
242263631	3ss	743
242263656	5ss	857
24226487	5ss	56
242265408	3ss	842
242265528	5ss	795
24227017	3ss	56
24227157	5ss	166
242274541	3ss	810
242274627	5ss	938
242275374	3ss	10
242275390	3ss	928
242275513	5ss	862
242276797	3ss	862
242276931	5ss	801
242277088	3ss	801
242277205	5ss	620
242282407	3ss	620
242282508	5ss	697
24228310	3ss	166
242283167	3ss	697
242283312	5ss	974
242285581	3ss	974
242285664	5ss	1009
242287549	3ss	1009
242287606	5ss	1060
242289488	3ss	1060
242289618	5ss	398
24228986	3ss	88
24229081	5ss	65
242291382	3ss	398
242295803	5ss	20
242312499	3ss	20
242312705	5ss	12
24232207	3ss	65
24232350	5ss	27
242343243	3ss	12
242343347	5ss	34
242344214	3ss	34
242344256	5ss	48
242346952	3ss	48
242347030	5ss	57
242350448	3ss	57
242350545	5ss	57
2423524	3ss	26
242352722	3ss	57
242352836	5ss	56
242357377	3ss	56
242357524	5ss	48
24236769	5ss	1722
2423680	5ss	97
24236959	3ss	1722
242371094	3ss	48
242371189	5ss	59
24237131	5ss	2052
24237227	3ss	2052
242373573	3ss	59
242373736	5ss	26
242374377	3ss	26
242374445	5ss	65
242375896	3ss	65
242375953	5ss	73
242380719	3ss	73
2423841	3ss	97
242577139	5ss	158
242590425	3ss	158
242590526	5ss	255
242590679	3ss	255
242590750	5ss	206
242592722	3ss	27
242592784	5ss	34
242592927	3ss	213
242593025	5ss	171
242593961	3ss	171
242594062	5ss	131
242594686	3ss	131
242594758	5ss	140
242598523	3ss	140
242598602	5ss	145
242606060	3ss	145
242606253	5ss	192
242607558	3ss	192
242607636	5ss	195
242607955	3ss	195
242608100	5ss	152
242610141	3ss	152
242610197	5ss	201
242610727	3ss	201
242610820	5ss	140
242611606	3ss	140
242627477	5ss	19
242629253	3ss	19
242630068	5ss	24
242633530	3ss	24
242641517	5ss	45
242644068	3ss	45
242644139	5ss	83
242648631	3ss	83
242648797	5ss	120
242650792	3ss	120
242650903	5ss	119
242651393	3ss	119
242651486	5ss	50
242662354	3ss	50
242662489	5ss	73
242662625	3ss	73
242662686	5ss	84
242664404	3ss	84
242681989	5ss	14
242683037	3ss	14
242683230	5ss	11
242684124	3ss	11
24272756	5ss	11
242750369	5ss	84
242755676	3ss	13
242755679	3ss	71
242755882	5ss	59
242756089	3ss	11
242756344	5ss	11
242757377	3ss	59
24276772	3ss	11
24288742	3ss	27
24288868	5ss	19
24289350	3ss	19
24289445	5ss	22
243061208	5ss	11
243064438	3ss	11
24309056	3ss	22
243419542	5ss	36
243433407	3ss	36
243433559	5ss	45
243434280	3ss	45
243434365	5ss	51
243437845	3ss	51
243437958	5ss	72
243449574	3ss	72
243449699	5ss	53
243456393	3ss	42
243456521	5ss	33
243468015	3ss	44
243468079	5ss	28
243471291	3ss	28
243471479	5ss	37
243480057	3ss	37
243480195	5ss	64
243493842	3ss	64
243493994	5ss	47
243504341	3ss	47
243504475	5ss	74
243507517	3ss	74
243507633	5ss	17
243542023	3ss	17
243542165	5ss	30
243579004	3ss	30
243579131	5ss	15
243581270	3ss	15
243581378	5ss	18
243589729	3ss	18
243652442	5ss	19
243663058	3ss	19
24403464	5ss	184
244041	3ss	478
24405396	3ss	184
24405469	5ss	145
244075	5ss	489
24407817	5ss	16
24408178	5ss	10
24408636	3ss	145
24408672	5ss	103
24409689	3ss	103
24409801	5ss	102
24412450	3ss	102
24412623	5ss	175
24415261	3ss	175
24415391	5ss	105
244161	3ss	499
24416625	3ss	105
24416741	5ss	113
24418312	3ss	113
24418464	5ss	115
24418689	3ss	115
24418806	5ss	142
244216	5ss	1082
24423125	5ss	80
24423165	3ss	142
24423278	5ss	97
24423812	3ss	97
24424244	3ss	80
24424421	5ss	36
24429111	3ss	36
24429212	5ss	57
24431892	3ss	26
24431968	5ss	94
24432537	3ss	94
24432629	5ss	83
2443280	5ss	10
24434796	3ss	83
24434909	5ss	55
24434971	3ss	44
24435041	5ss	35
24435141	3ss	35
24435192	5ss	55
24435492	3ss	55
24435626	5ss	26
24436420	3ss	39
24436475	5ss	15
24437587	3ss	55
24437721	5ss	44
24437966	3ss	15
24439366	3ss	44
24439546	5ss	47
244426	3ss	1082
24445553	3ss	47
24445682	5ss	132
244469	5ss	1105
24447287	3ss	132
24447436	5ss	106
24451336	3ss	106
24451622	5ss	87
24452655	3ss	87
24452823	5ss	49
24455690	3ss	49
24455826	5ss	84
24456387	3ss	84
24456604	5ss	35
24458410	3ss	35
24458488	5ss	34
24459422	3ss	34
24459609	5ss	56
24460498	3ss	56
24460650	5ss	57
24462938	3ss	57
24463132	5ss	11
24466751	3ss	11
24466993	5ss	74
244675	3ss	1105
24468304	3ss	74
24468460	5ss	59
24472118	3ss	59
24472233	5ss	52
244761	5ss	391
24479181	3ss	52
24479342	5ss	109
24480532	3ss	109
24480738	5ss	64
24480959	3ss	64
24481104	5ss	42
244816657	5ss	167
244817327	5ss	10
24483405	3ss	42
24483666	5ss	43
24483678	5ss	11
244845234	5ss	15
244849899	3ss	192
244849971	5ss	349
244852551	3ss	294
244852644	5ss	278
244855181	3ss	323
244855186	3ss	10
244855322	5ss	239
244863163	3ss	11
244863335	5ss	10
244868858	3ss	238
24487537	3ss	43
24487797	5ss	58
24491894	3ss	58
24492045	5ss	118
24493977	3ss	118
24494155	5ss	90
24495578	5ss	27
244999058	5ss	140
245005246	3ss	105
245005360	5ss	223
245005497	3ss	258
245005560	5ss	421
245006343	3ss	421
24502751	3ss	27
24502834	5ss	65
24503491	3ss	65
24503661	5ss	40
24505097	3ss	40
24505213	5ss	29
24509533	3ss	90
24509715	5ss	38
24512859	3ss	11
24513000	5ss	23
245133745	5ss	84
24515334	3ss	38
24515395	3ss	29
24515538	5ss	46
24515665	5ss	81
245165423	3ss	21
245165534	5ss	38
24516946	3ss	23
24517017	5ss	38
245180544	3ss	101
245180628	5ss	113
24520629	3ss	46
24520772	5ss	39
24521444	3ss	38
24521628	5ss	48
245222688	3ss	113
245222760	5ss	142
24522995	3ss	39
24523153	5ss	33
24523326	3ss	48
24523415	5ss	30
245245385	3ss	142
245245464	5ss	131
245246744	3ss	131
245246786	5ss	112
245246924	3ss	112
245246990	5ss	110
245250547	3ss	83
245254329	3ss	15
24528225	3ss	33
24528394	5ss	41
245285222	3ss	12
24530269	3ss	81
24530382	5ss	49
24532347	3ss	41
24532405	5ss	58
24533735	3ss	58
24537050	3ss	30
24537127	5ss	28
24544315	3ss	28
24544391	5ss	28
24545691	3ss	28
24545792	5ss	29
24546193	3ss	29
24549887	5ss	17
24552046	3ss	17
24552113	5ss	52
24557484	3ss	52
24557583	5ss	95
24560266	3ss	95
24560302	5ss	84
24560368	3ss	49
24560531	5ss	31
24561498	3ss	31
24561594	5ss	53
24562607	3ss	53
24563281	5ss	42
24563643	5ss	140
24564415	3ss	42
24564489	5ss	97
24564834	3ss	84
24564878	5ss	88
24566101	3ss	140
24566346	5ss	199
24566936	3ss	88
24567024	5ss	74
