A2_pos	ss	A2_reads
23239787	3ss	29
23239834	5ss	436
23240014	3ss	436
23240118	5ss	605
23240227	3ss	605
23240389	5ss	562
23240477	3ss	562
23240557	5ss	686
23240643	3ss	686
2324709	3ss	67
2324794	5ss	61
232573461	5ss	8169
232576058	3ss	8169
232576129	5ss	8804
232576597	3ss	907
232576600	3ss	7897
232576693	5ss	9643
232577153	3ss	9643
232577226	5ss	8645
232577499	3ss	10
232577514	3ss	8635
23258189	5ss	22
232651248	5ss	40
232653265	3ss	40
232653442	5ss	71
232656443	3ss	71
232656518	5ss	61
232658973	3ss	61
232659061	5ss	110
232660816	3ss	110
232661018	5ss	129
232663569	3ss	129
232663674	5ss	171
232672197	3ss	171
2327223	3ss	174
2327310	5ss	217
23277814	3ss	22
23277956	5ss	12
23278065	3ss	12
23278242	5ss	24
23278346	3ss	24
23281215	5ss	30
232826475	5ss	12
23282852	3ss	30
2328555	3ss	217
2328659	5ss	272
2328774	5ss	32
232879545	3ss	12
232879689	5ss	48
232880224	3ss	48
232880381	5ss	51
232888987	3ss	51
232889040	5ss	50
232894689	3ss	50
232894790	5ss	12
232952197	3ss	12
232952431	5ss	38
23299149	5ss	448
23299157	5ss	58
23299259	3ss	322
23299262	3ss	184
23299319	5ss	866
23299396	3ss	866
23299463	5ss	834
232995329	3ss	38
232995429	5ss	16
233001182	3ss	16
233001429	5ss	23
23300173	3ss	14
23300246	5ss	12
23302627	3ss	822
23302691	5ss	527
23302698	5ss	20
233028169	3ss	23
233028342	5ss	34
23303381	3ss	557
23306134	5ss	132
233075036	3ss	34
233075115	5ss	11
2330854	3ss	272
233086490	5ss	52
233091303	3ss	52
233091465	5ss	71
233092093	3ss	71
233092189	5ss	117
2330953	5ss	461
233103243	3ss	11
233103355	5ss	35
233105655	3ss	117
233105864	5ss	143
23310700	3ss	132
23310848	5ss	131
23311122	3ss	131
23311244	5ss	84
233113909	3ss	143
233113949	3ss	35
233114056	5ss	60
23311619	3ss	84
23311926	5ss	135
23312466	3ss	135
23312627	5ss	182
233127917	3ss	60
233128150	5ss	18
23312919	3ss	182
23313079	5ss	89
23313580	3ss	89
23313718	5ss	90
23313839	3ss	90
23313989	5ss	150
23314460	3ss	150
23314575	5ss	202
23314917	3ss	202
233164750	3ss	18
233164829	5ss	25
23317008	5ss	13
23318750	3ss	13
233194523	3ss	25
233194706	5ss	20
233195400	3ss	20
233195486	5ss	39
233198550	3ss	39
233198697	5ss	10
233199079	3ss	10
233199445	5ss	25
233200483	3ss	25
233200584	5ss	13
233201179	3ss	13
2332296	3ss	461
2332374	5ss	340
23331698	5ss	103
233321175	5ss	12
233321290	3ss	12
233321405	5ss	27
233321609	3ss	27
233321783	5ss	11
233321860	3ss	11
233322032	5ss	29
233322275	3ss	29
233322409	5ss	51
233322505	3ss	51
233322577	5ss	43
233322708	3ss	43
233322842	5ss	11
233322927	3ss	11
233323118	5ss	18
233323342	3ss	18
233323458	5ss	25
233323570	3ss	25
23334618	3ss	103
2333646	3ss	340
2333781	5ss	436
23339227	5ss	342
23340458	3ss	342
23340636	5ss	506
233415454	5ss	389
23341546	5ss	118
233415928	5ss	11
23341947	3ss	118
23341991	5ss	110
233421126	3ss	400
233421240	5ss	275
233422594	3ss	252
233422728	5ss	241
23342520	3ss	110
23342655	5ss	95
23342874	5ss	11
233428957	3ss	264
233429061	5ss	538
233431539	3ss	538
233431691	5ss	306
233431788	3ss	306
233431924	5ss	312
233433655	3ss	238
233438973	3ss	20
233439051	5ss	13
23344264	3ss	95
23344454	5ss	114
233445614	3ss	67
23344564	3ss	114
2334474	3ss	436
23345000	3ss	11
23345581	5ss	105
23345898	3ss	105
2334601	3ss	32
23346027	5ss	79
23346149	3ss	79
23346384	5ss	48
23346440	5ss	284
2334720	5ss	28
23347487	3ss	506
23347568	5ss	476
23347640	3ss	48
23347734	5ss	51
233482368	5ss	22
233489553	3ss	22
23348975	3ss	466
23348979	3ss	10
233490757	5ss	26
23349399	3ss	51
23349566	5ss	76
233497799	3ss	26
233498039	5ss	17
23350221	3ss	76
23350378	5ss	51
23350728	3ss	38
23350774	3ss	13
233507784	3ss	17
233515456	5ss	21
233518051	3ss	21
233537153	5ss	11
233546295	3ss	11
233562102	5ss	28
233565364	5ss	25
233568134	3ss	53
233568199	5ss	72
23356962	3ss	284
23357127	5ss	824
233589284	3ss	12
233589401	5ss	12
233592	3ss	179
233599127	3ss	10
233599196	5ss	23
233599865	3ss	85
233599948	5ss	51
233612325	3ss	51
233612454	5ss	57
233613697	3ss	57
233613792	5ss	93
233620933	3ss	93
233621044	5ss	123
233625190	3ss	123
233625301	5ss	75
233626106	3ss	75
233626146	5ss	87
233651860	3ss	87
233652039	5ss	171
233655408	3ss	160
233655426	3ss	11
233655625	5ss	147
233655718	3ss	147
233655880	5ss	92
233655968	3ss	92
233656156	5ss	109
233659458	3ss	109
233659654	5ss	86
233660772	3ss	86
233660931	5ss	131
233671201	3ss	131
233671367	5ss	169
233674430	3ss	169
233674521	5ss	41
233675954	3ss	41
233676061	5ss	56
233677101	3ss	56
233677201	5ss	119
233680347	3ss	119
233680447	5ss	204
233681581	3ss	204
233681742	5ss	187
233684537	3ss	187
233684695	5ss	170
233697567	3ss	170
233697803	5ss	98
233704559	3ss	98
233704681	5ss	135
233708756	3ss	135
233708965	5ss	78
233709079	3ss	78
23370920	3ss	295
233709284	5ss	61
23370979	5ss	266
233710442	3ss	61
233710596	5ss	101
233712058	3ss	101
233712281	5ss	96
233714972	3ss	96
233715119	5ss	100
233721503	3ss	100
233740832	5ss	16
233740957	3ss	16
2337442	3ss	28
233760	5ss	362
2337624	5ss	27
23376880	3ss	795
23377013	5ss	423
23380254	3ss	423
23380332	5ss	406
23381562	3ss	406
23381654	5ss	416
23382425	3ss	416
23382531	5ss	446
23383977	3ss	446
23384058	5ss	688
23384655	5ss	68
23385566	3ss	688
23385660	5ss	309
23386725	5ss	79
2338751	3ss	27
2338840	5ss	36
2339068	3ss	36
2339207	5ss	38
23393073	3ss	68
23393173	5ss	83
23395032	3ss	309
23395174	5ss	442
23395554	3ss	442
23395644	5ss	713
23397718	3ss	713
23397852	5ss	309
2339823	3ss	38
23398617	3ss	309
23398690	5ss	359
23399171	3ss	83
23399247	5ss	128
2339965	5ss	21
23399785	3ss	359
23399896	5ss	500
2340075	3ss	21
23403721	3ss	500
23403853	5ss	660
23405483	3ss	660
23405670	5ss	433
23406046	3ss	433
23406160	5ss	381
23407939	3ss	381
23408066	5ss	543
23408233	3ss	128
23408380	5ss	129
23408713	3ss	543
23408859	5ss	627
23408943	3ss	11
23409672	3ss	616
23409687	3ss	129
2341012	5ss	34
23412756	5ss	26
234160588	5ss	123
234164748	3ss	123
234164841	5ss	236
234171776	3ss	236
234171881	5ss	184
234172638	3ss	184
234172711	5ss	164
234173538	3ss	164
234173789	5ss	109
234178648	3ss	109
234178713	5ss	57
234181612	3ss	57
234181698	5ss	100
234182367	3ss	26
234182423	5ss	20
234183322	3ss	94
234183424	5ss	79
234186214	3ss	79
234186319	5ss	65
234189751	3ss	65
234189821	5ss	107
234191328	3ss	107
234191399	5ss	125
234198500	3ss	125
234198620	5ss	69
234198894	3ss	69
234198999	5ss	84
234200774	3ss	84
234200923	5ss	91
234201033	3ss	91
234201080	5ss	78
234201902	3ss	78
234202003	5ss	89
234202903	3ss	89
23423621	3ss	79
23425891	5ss	31
234263320	5ss	47
23428848	3ss	31
234296903	3ss	47
234297013	5ss	36
234299049	3ss	36
234299129	5ss	38
2343209	3ss	34
2343290	5ss	73
234343026	3ss	38
234343130	5ss	82
234343415	3ss	82
234343547	5ss	49
234344464	3ss	49
234344570	5ss	47
234344962	3ss	47
234345087	5ss	63
234346023	3ss	63
234346125	5ss	50
234346863	3ss	50
234347025	5ss	46
234350533	3ss	46
234350641	5ss	47
234354269	3ss	47
234354408	5ss	50
234355358	3ss	50
234355442	5ss	40
234356733	3ss	40
234356827	5ss	41
234356922	3ss	41
234357021	5ss	63
234357749	3ss	63
234358022	5ss	68
234358628	3ss	68
234358777	5ss	62
234359568	3ss	62
234359696	5ss	73
234360610	3ss	73
234360706	5ss	75
234363409	3ss	75
234363519	5ss	41
234365545	3ss	41
234365641	5ss	63
234365867	3ss	63
234365974	5ss	40
234366930	3ss	40
234367043	5ss	44
234368403	3ss	44
234368537	5ss	44
234368840	3ss	44
234368991	5ss	44
234370994	3ss	44
234371105	5ss	37
234371289	3ss	37
234371381	5ss	57
234372810	3ss	57
234372929	5ss	72
23437434	3ss	26
234375732	3ss	72
234375849	5ss	41
234377069	3ss	41
234377199	5ss	66
234378017	3ss	66
23438605	5ss	45
2343963	3ss	73
2344037	5ss	37
2344360	3ss	37
2344422	5ss	40
2344551	3ss	40
2344650	5ss	25
234509424	5ss	279
234509586	5ss	12
234509976	3ss	291
234510135	5ss	257
234519469	3ss	257
2345251	3ss	25
2345328	5ss	23
23465274	3ss	45
234675811	5ss	26
234676495	3ss	26
234676582	5ss	10
234676866	3ss	10
2351432	3ss	23
2351592	5ss	39
2351655	5ss	25
23524426	5ss	178
235259	3ss	362
2352944	3ss	64
235454	5ss	176
235492093	5ss	94
235498557	3ss	94
235498649	5ss	144
235505023	3ss	144
235505093	5ss	147
235505326	3ss	147
235530819	5ss	37
235530867	5ss	11
235543334	3ss	48
235543464	5ss	159
235564818	3ss	159
235564902	5ss	167
235577748	3ss	167
235577933	5ss	93
235582788	3ss	93
235582876	5ss	99
235590455	3ss	99
235590554	5ss	76
235594020	3ss	76
235594119	5ss	99
235597519	3ss	99
235597595	5ss	121
235599060	3ss	121
235599155	5ss	125
235599701	3ss	125
235599765	5ss	182
235599859	3ss	182
235599923	5ss	294
235600637	3ss	294
235600789	5ss	156
235602084	3ss	156
235602237	5ss	168
235605129	3ss	168
235605197	5ss	104
235606167	3ss	104
235606226	5ss	77
235611664	3ss	77
235611755	5ss	162
235611985	3ss	162
23564828	5ss	398
23566867	3ss	398
23569088	5ss	55
23569271	3ss	55
23569600	5ss	238
23570789	3ss	238
23570997	5ss	168
23573527	3ss	168
23573592	5ss	206
23573946	3ss	206
23574051	5ss	198
23575360	3ss	10
23578308	3ss	188
23578390	5ss	245
23581801	3ss	245
235860814	5ss	17
235903947	3ss	17
235904020	5ss	38
235943515	3ss	38
235943764	5ss	65
235949532	3ss	65
235951891	5ss	51
23595986	3ss	178
235961206	3ss	51
235961394	5ss	55
23596167	5ss	222
235962236	3ss	55
23603137	3ss	222
23603241	5ss	255
23603542	3ss	255
23603727	5ss	192
23610595	3ss	192
23610702	5ss	353
23613719	3ss	353
23613779	5ss	502
23615268	3ss	502
23615320	5ss	563
23615821	3ss	563
23615961	5ss	265
23626164	3ss	265
23626285	5ss	111
23627220	3ss	111
23627388	5ss	225
23629346	3ss	225
23629465	5ss	173
23630284	3ss	173
23630359	5ss	211
23631704	3ss	211
23631808	5ss	184
23632526	3ss	184
23632600	5ss	199
23634728	3ss	199
23634825	5ss	158
23637211	3ss	158
23637224	5ss	17
23637342	5ss	252
23637586	3ss	17
236403493	5ss	30
23651172	5ss	30
23651611	3ss	252
23651670	5ss	235
23652511	3ss	235
23652620	5ss	147
23652911	5ss	138
23653884	3ss	147
23654023	5ss	217
23654276	3ss	138
236543	3ss	176
23654344	5ss	181
23655074	3ss	217
23655208	5ss	258
236558960	5ss	12
23656155	3ss	258
23656260	5ss	276
23656739	3ss	276
23656901	5ss	241
236572516	3ss	12
23657620	3ss	241
236577599	5ss	11
23657889	3ss	10
236590692	3ss	11
236590750	5ss	11
236617823	3ss	30
236617881	5ss	26
236626201	3ss	26
236626288	5ss	11
236631531	3ss	11
236631576	5ss	13
236645567	3ss	13
236649607	3ss	11
236649692	5ss	13
236653342	3ss	13
236653483	5ss	24
236658998	3ss	24
236659132	5ss	34
236687361	5ss	152
236689268	3ss	152
236689415	5ss	146
23669828	3ss	181
23669946	5ss	51
236700797	3ss	146
236700885	5ss	186
236702179	3ss	186
236702389	5ss	79
236703864	3ss	79
236703983	5ss	196
236704954	3ss	196
236705010	5ss	271
236706061	3ss	271
236706087	5ss	269
236706215	3ss	159
236706340	5ss	111
236706403	3ss	34
236706530	5ss	55
236706860	3ss	221
236706948	5ss	215
236708011	3ss	55
236708050	3ss	215
236708166	5ss	15
236708215	5ss	127
236711312	3ss	127
236714	5ss	285
236715883	3ss	15
236715975	5ss	20
23672491	3ss	51
23672602	5ss	92
23676947	3ss	92
23677049	5ss	116
23678368	3ss	116
236791989	3ss	20
236792093	5ss	22
236817382	3ss	22
236817550	5ss	42
23682550	3ss	30
236839409	3ss	11
236839567	5ss	14
23685928	5ss	1808
236877106	3ss	45
236877267	5ss	28
23689646	3ss	1808
23689763	5ss	880
23690661	5ss	356
23691405	3ss	356
23691573	5ss	326
23692235	3ss	326
23692379	5ss	311
23693107	3ss	880
23693223	5ss	1412
23693385	3ss	311
23693478	5ss	551
236945205	3ss	28
236945359	5ss	29
236949395	3ss	29
236949485	5ss	32
23695191	3ss	551
23695410	5ss	286
236957703	3ss	32
236957925	5ss	29
236959037	5ss	76
236966728	3ss	76
236966942	5ss	47
236969444	3ss	47
236969533	5ss	59
236972004	3ss	59
236972073	5ss	43
23697282	3ss	1412
236973803	3ss	43
236973895	5ss	52
23697404	5ss	1086
236976038	3ss	52
236976144	5ss	60
236978904	3ss	60
236978963	5ss	76
236979749	3ss	76
236979843	5ss	33
236987419	3ss	33
236987519	5ss	60
23698790	3ss	286
236988638	3ss	60
236988699	5ss	77
23698945	5ss	258
236990129	3ss	77
236990196	5ss	65
236992489	3ss	65
236992568	5ss	48
236995266	3ss	48
236995378	5ss	61
236998847	3ss	61
236998987	5ss	68
23699989	3ss	258
23700066	5ss	127
237001714	3ss	68
237001899	5ss	77
23700513	3ss	1086
23700559	3ss	127
23700643	5ss	487
23700713	5ss	226
23700815	3ss	226
23700997	5ss	239
23701181	3ss	239
237013644	3ss	77
237013823	5ss	46
237015821	3ss	46
237015937	5ss	49
237016248	3ss	49
237016388	5ss	74
23701788	3ss	487
23701822	5ss	251
237023133	3ss	74
237023222	5ss	109
237024425	3ss	109
237024577	5ss	77
237025536	3ss	77
237025643	5ss	34
237026754	3ss	34
237026854	5ss	27
237028836	3ss	29
237029091	5ss	23
237032563	3ss	23
237037073	3ss	27
237037140	5ss	64
237038026	3ss	64
237038146	5ss	102
23704402	3ss	251
237044055	3ss	102
237044136	5ss	92
237048421	3ss	92
237048519	5ss	59
237049592	3ss	59
237049667	5ss	54
237052481	3ss	54
237052636	5ss	73
237054433	3ss	73
237054629	5ss	41
237057657	3ss	41
237057857	5ss	53
237058658	3ss	53
237058850	5ss	34
237060306	3ss	34
237060418	5ss	40
237060858	3ss	40
237144	5ss	331
23776488	5ss	25
23776917	5ss	11
23776969	3ss	25
23791029	5ss	514
23791390	3ss	514
23791504	5ss	331
23792208	3ss	331
23792275	5ss	368
23792586	3ss	368
23792692	5ss	725
23793174	3ss	725
23793261	5ss	1343
23793347	3ss	1343
23793498	5ss	355
23794456	3ss	355
237994685	5ss	194
237995770	3ss	194
237995840	5ss	235
237997248	3ss	235
237997296	5ss	225
237998505	3ss	225
237998637	5ss	163
238002733	3ss	163
238002840	5ss	289
238004465	3ss	289
238004527	5ss	283
238005465	3ss	283
238005512	5ss	217
238006306	3ss	217
23801534	5ss	1808
23801775	3ss	1808
23801826	5ss	2162
23801917	3ss	2162
23802000	5ss	2270
23802411	3ss	107
23802520	5ss	133
23802540	3ss	11
23803445	3ss	2296
23803546	5ss	659
23803637	3ss	659
23803677	5ss	967
23803803	3ss	967
23811234	5ss	16
23811955	3ss	16
23847579	5ss	28
23848728	3ss	28
23848912	5ss	537
23852019	5ss	28
23852951	3ss	531
23853001	5ss	480
238536383	5ss	10
238601164	5ss	33
238617187	3ss	43
238617273	5ss	52
238657007	3ss	52
238657042	5ss	56
238657842	3ss	56
238657967	5ss	66
238661952	3ss	66
238662122	5ss	136
238664738	3ss	136
238664830	5ss	69
238668707	3ss	69
238668848	5ss	147
238671246	3ss	147
238678461	5ss	16
238678586	3ss	16
238678635	5ss	17
238680724	3ss	17
238680841	5ss	18
238681509	3ss	18
238681588	5ss	30
238683001	3ss	30
238683105	5ss	12
238688065	3ss	12
238768370	5ss	86
238785866	3ss	86
238786004	5ss	91
238820170	3ss	91
238875774	5ss	96
238881734	3ss	96
238881867	5ss	106
238896605	3ss	106
238896634	5ss	144
238903386	3ss	144
238903451	5ss	205
238925208	3ss	205
238925275	5ss	211
238933983	3ss	211
238934053	5ss	181
238939197	3ss	181
238939254	5ss	195
238940863	3ss	195
238940895	5ss	218
238944519	3ss	218
238944581	5ss	187
238949929	3ss	187
238969784	5ss	63
238972998	3ss	63
238973110	5ss	126
238976706	3ss	126
238976806	5ss	202
238977938	3ss	202
238978118	5ss	117
238990350	3ss	117
238990477	5ss	151
238990686	3ss	151
238990850	5ss	180
238991889	3ss	180
238991995	5ss	104
238998	3ss	331
238999859	3ss	104
238999895	5ss	56
239002502	3ss	56
239002585	5ss	99
239003061	3ss	99
239003163	5ss	88
239005442	3ss	88
239005517	5ss	145
239006843	3ss	145
239054473	5ss	10
239056475	3ss	10
239076	5ss	395
239229426	5ss	10
239233947	3ss	10
239234015	5ss	12
239234450	3ss	12
239234611	5ss	17
239237327	3ss	17
239237470	5ss	39
239237567	3ss	39
239237983	5ss	11
239241465	3ss	11
239241536	5ss	19
239242601	3ss	19
239257489	5ss	14
239257966	3ss	14
239258049	5ss	12
239261468	3ss	12
239261591	5ss	48
239261814	3ss	48
239261850	5ss	21
239264645	3ss	21
23929058	3ss	514
23929190	5ss	473
23930603	3ss	473
23930750	5ss	629
23932000	3ss	629
239335760	5ss	31
239342195	3ss	31
239342336	5ss	66
239344352	3ss	54
239344654	5ss	33
239352983	3ss	45
239353368	5ss	70
239355025	3ss	70
23937758	5ss	10
23938936	5ss	28
23939251	3ss	28
23939310	5ss	91
23940115	3ss	91
23940186	5ss	190
23944380	3ss	190
23944517	5ss	267
23944767	3ss	267
23944851	5ss	270
23944935	3ss	270
23944987	5ss	212
23945238	3ss	212
23945361	5ss	334
23945448	3ss	334
23945616	5ss	341
23946409	3ss	341
23946565	5ss	283
23946712	3ss	283
23946769	5ss	280
2394718	5ss	28
23947216	3ss	280
2394751	5ss	142
2394869	3ss	170
2395055	5ss	1176
23958664	5ss	692
23958730	5ss	401
23958786	5ss	158
23959341	3ss	1251
23959522	5ss	4064
23959931	3ss	4064
23960067	5ss	10788
23960687	3ss	10788
23969809	3ss	10
239792839	5ss	13
239795524	3ss	13
239795586	5ss	21
239841486	3ss	21
239841588	5ss	11
239882199	5ss	11
2398845	5ss	59
23996294	5ss	139
23997528	3ss	139
23997616	5ss	46
239990552	3ss	22
239990678	5ss	30
24001162	3ss	46
24001306	5ss	85
2400345	3ss	1176
24003468	3ss	85
24004096	5ss	79
2400537	5ss	1406
24006468	3ss	79
24006653	5ss	79
240070733	3ss	30
24009304	3ss	79
24009514	5ss	87
24018319	5ss	1710
24018714	3ss	87
24019099	3ss	1453
24019102	3ss	257
24019249	5ss	11264
24020297	3ss	11254
24020301	3ss	10
24020403	5ss	7875
24021150	3ss	7858
24021281	5ss	16372
24022288	3ss	16389
24022398	5ss	3784
2402280	3ss	1406
24022834	3ss	3784
2402399	5ss	1462
2402705	3ss	1462
2402762	5ss	1493
2403267	3ss	1493
2403395	5ss	2458
2404007	3ss	2458
2404164	5ss	1109
240473	3ss	285
240591	5ss	238
2405952	3ss	1109
2406083	5ss	717
2406160	3ss	717
2406226	5ss	579
2406634	3ss	579
2406680	5ss	665
24070068	5ss	31
24073154	5ss	896
24073732	3ss	896
24073795	5ss	568
24075511	3ss	31
24075538	3ss	568
24075567	5ss	26
24075665	5ss	901
24075750	3ss	901
24075871	5ss	847
24076332	3ss	26
24076438	5ss	108
24077335	3ss	108
24078205	3ss	847
24078299	5ss	722
24078520	5ss	91
24078897	3ss	91
24079008	5ss	62
24080533	3ss	722
24080590	3ss	62
24080691	5ss	682
24080745	5ss	44
24080853	3ss	44
24080950	5ss	54
24082318	3ss	682
24082333	3ss	54
24082452	5ss	703
24082513	5ss	48
24082764	3ss	48
24082875	5ss	66
24083443	3ss	66
24083615	5ss	76
24084115	3ss	703
24084209	5ss	879
24085753	3ss	10
24086002	3ss	76
24086081	3ss	869
24086225	5ss	1274
24089675	3ss	1274
24089844	5ss	867
2409107	3ss	665
24091208	3ss	867
24091380	5ss	1223
2409317	5ss	904
24094839	3ss	1223
24102301	5ss	41
24102789	3ss	41
24102884	5ss	14
24105203	5ss	102
24105928	3ss	90
24105971	5ss	98
24106354	3ss	110
24106431	5ss	139
24112165	3ss	139
24112269	5ss	136
24112805	3ss	136
24112913	5ss	149
24113765	3ss	149
2411412	3ss	904
2411484	5ss	918
24115145	3ss	14
24115165	5ss	15
24115360	5ss	10
2411642	3ss	59
2411756	5ss	95
24117740	5ss	258
24119147	3ss	258
24119250	5ss	359
24119498	3ss	359
24119529	5ss	322
24119581	3ss	10
24119641	3ss	322
24119706	5ss	213
24120195	3ss	213
24120242	5ss	322
24120350	3ss	322
24120420	5ss	433
24120553	3ss	433
24120626	5ss	302
24120714	3ss	302
24120815	5ss	187
24120917	3ss	187
24121090	5ss	196
24121172	3ss	196
24121374	3ss	15
24121603	5ss	53
24122546	3ss	53
24122689	5ss	29
24122769	3ss	29
24122902	5ss	40
24123046	3ss	40
2412308	3ss	918
24123287	5ss	38
24123380	3ss	38
24123596	5ss	34
2412430	5ss	1259
24124413	3ss	34
24124670	5ss	41
24125598	3ss	41
24129449	5ss	360
24133943	3ss	360
24134054	5ss	389
24134081	5ss	475
24135746	3ss	864
24135875	5ss	756
2414163	3ss	1259
2414241	5ss	1332
24143131	3ss	756
24143268	5ss	562
24145482	3ss	562
24145609	5ss	620
241500936	5ss	10
2415024	3ss	1332
241503091	3ss	10
241508531	5ss	33
241511840	3ss	33
241511980	5ss	14
241512527	3ss	14
241512678	5ss	24
241513192	3ss	24
241513308	5ss	29
241513530	3ss	29
241513765	5ss	46
241513932	3ss	46
241514045	5ss	50
241514447	3ss	50
241514559	5ss	13
241514919	3ss	13
241515027	5ss	39
241515952	3ss	39
241516182	5ss	42
2415162	5ss	1697
241516265	3ss	42
241516407	5ss	55
241517016	3ss	55
241526469	5ss	66
241528760	3ss	66
241528891	5ss	61
241530232	3ss	61
241530428	5ss	42
241531350	3ss	42
241531567	5ss	47
2415325	3ss	95
241533323	3ss	47
241533464	5ss	41
241533960	3ss	41
241534126	5ss	49
241534441	3ss	49
241534721	5ss	37
241535736	3ss	37
241535938	5ss	52
241536098	3ss	52
241536359	5ss	67
241537305	3ss	67
241537504	5ss	44
241537769	3ss	44
241537814	5ss	45
241538068	3ss	45
2415422	5ss	99
241544987	5ss	53
241545804	3ss	53
241546029	5ss	74
241555805	3ss	74
241555928	5ss	32
241556507	3ss	32
241556810	5ss	82
241557859	3ss	28
241557913	5ss	37
241558305	3ss	91
241558448	5ss	107
241569366	3ss	107
24158957	3ss	620
24159123	5ss	552
2416202	3ss	99
2416276	5ss	152
24163518	5ss	29
2416585	3ss	1697
2416646	3ss	152
2416710	5ss	758
24167412	3ss	552
2416750	5ss	203
24167602	5ss	972
24167754	5ss	10
24167911	5ss	15
24168874	3ss	10
24170947	5ss	25
2417099	3ss	203
2417200	5ss	127
24175759	3ss	972
24175890	5ss	458
24176328	3ss	458
2417858	3ss	127
2417944	5ss	190
2418034	3ss	190
24181171	3ss	29
24181225	5ss	28
2418324	3ss	758
2418401	5ss	1668
2418769	3ss	1668
2418877	5ss	1765
2419029	3ss	1765
24190832	3ss	40
24190917	5ss	52
2419146	5ss	1004
24191724	3ss	10
24194146	3ss	28
24194284	5ss	67
24197300	3ss	42
24197887	5ss	113
2419839	3ss	425
2419914	3ss	383
24199178	5ss	15
2419919	3ss	86
24199718	5ss	12
24199839	3ss	67
24199945	5ss	78
24200216	5ss	22
2420050	3ss	110
242011655	5ss	136
242012033	3ss	136
242012329	5ss	78
242012411	3ss	33
242012518	5ss	47
242013711	3ss	92
242013888	5ss	76
242015594	3ss	76
242015713	5ss	205
242016660	3ss	205
242016783	5ss	161
242020647	3ss	161
242020784	5ss	117
242021808	3ss	117
242022020	5ss	216
242023819	3ss	216
242024006	5ss	108
242024708	3ss	108
242024804	5ss	134
242030132	3ss	134
242030357	5ss	165
242035334	3ss	112
242035337	3ss	53
242035580	5ss	125
242042051	3ss	125
242042645	5ss	174
24204291	3ss	49
24204389	5ss	21
242045218	3ss	174
242045319	5ss	129
242048616	3ss	129
242048809	5ss	204
242052767	3ss	204
24205766	3ss	78
24205903	5ss	44
24207543	3ss	44
24207701	5ss	28
242089962	5ss	101
242092891	3ss	101
242093019	5ss	148
242097222	3ss	148
242097277	5ss	159
242097899	3ss	159
242097964	5ss	185
242098628	3ss	185
242098758	5ss	251
242099747	3ss	251
242099909	5ss	262
242102700	3ss	262
242102816	5ss	209
242105752	3ss	209
242105856	5ss	152
242106460	3ss	42
24210668	3ss	21
242109196	3ss	110
242109282	5ss	166
242122062	3ss	166
24216423	5ss	68
24217428	5ss	11
