C2_pos	ss	C2_reads
39977906	3ss	129
39978069	5ss	200
39978475	3ss	200
39978701	3ss	393
39978857	5ss	320
39979179	3ss	320
39979285	5ss	442
39980359	3ss	442
39983377	5ss	10
39983460	3ss	10
39983503	5ss	12
39984536	3ss	12
39991451	5ss	88
399990	3ss	75
399991	3ss	74
400083	5ss	60
400112	5ss	128
400202	3ss	128
40027198	3ss	88
40027857	5ss	171
40036289	3ss	17
40037093	3ss	154
40037263	5ss	180
400375	5ss	34
40038960	3ss	180
40039099	5ss	97
40041460	3ss	97
40041630	5ss	75
40058650	5ss	31
40075075	3ss	31
40075171	5ss	22
4007785	5ss	58
40085435	3ss	75
40085624	5ss	100
40087420	3ss	100
40087476	5ss	107
40098847	3ss	22
40099189	5ss	28
40101746	5ss	26
40102425	3ss	107
40102526	5ss	100
40102622	3ss	100
40102699	5ss	100
40103695	3ss	54
40104838	5ss	59
40108520	3ss	59
40108644	5ss	79
40113704	3ss	79
40113792	5ss	80
40115052	3ss	80
40115128	5ss	90
40117604	3ss	100
40117720	5ss	84
40118319	3ss	84
40118450	5ss	126
40118905	5ss	89
40119489	3ss	90
40119644	5ss	49
40120086	3ss	89
40120758	5ss	142
40121552	3ss	49
40123910	3ss	142
40123929	5ss	101
40124049	5ss	69
40124747	3ss	101
40124832	5ss	145
40125493	3ss	69
40125780	3ss	145
40125825	5ss	119
401269	3ss	60
40127725	3ss	126
40127754	3ss	119
40127930	5ss	141
40127950	5ss	199
4012921	3ss	58
40132564	3ss	141
40132836	5ss	220
40133421	3ss	199
4013347	5ss	150
40133539	5ss	176
40133729	3ss	220
40138564	3ss	176
40138702	5ss	127
40144293	3ss	115
40144344	3ss	12
40144481	5ss	63
401453	5ss	75
40146252	3ss	63
40146420	5ss	136
401515	3ss	18
40154400	3ss	136
40154523	5ss	34
40155812	3ss	34
401675	5ss	47
40172222	5ss	111
40173582	3ss	111
40173689	5ss	117
40174417	3ss	117
40174658	5ss	74
40174719	5ss	46
40175672	3ss	74
40178044	5ss	45
40181959	3ss	45
40182030	5ss	125
40184927	3ss	125
40185038	5ss	191
40186197	3ss	191
40186316	5ss	107
40186705	3ss	107
40186905	5ss	167
40188932	3ss	167
40189015	5ss	182
40190349	3ss	182
40190570	5ss	161
40191427	3ss	161
40191690	5ss	107
40193510	3ss	107
40193628	5ss	162
40194598	3ss	162
40204603	5ss	45
40205837	3ss	45
40205935	5ss	94
40207038	3ss	94
40207081	5ss	88
40207567	3ss	88
40207593	5ss	89
40208888	3ss	89
40208969	5ss	132
40209496	3ss	132
40209596	5ss	80
40211047	3ss	80
40211170	5ss	62
40214575	3ss	62
40214760	5ss	105
4021700	5ss	108
40218582	3ss	105
40218724	5ss	90
40218959	3ss	90
40220546	3ss	46
40220597	5ss	38
40221554	3ss	38
40221627	5ss	41
40226540	5ss	20
40228094	3ss	41
40228179	5ss	17
40229143	3ss	17
40229193	5ss	28
40230016	5ss	33
40231706	3ss	20
40231818	5ss	47
40233501	3ss	33
40233644	5ss	54
40234539	3ss	28
40234659	5ss	25
40234947	3ss	54
40235018	5ss	68
40235584	3ss	47
40235686	5ss	47
40239233	3ss	68
40239291	5ss	69
4024034	3ss	150
40240548	5ss	12
4024118	5ss	156
40241317	3ss	47
40241469	5ss	45
40241712	3ss	12
40244454	5ss	10
40244798	3ss	10
40246105	3ss	45
40246185	5ss	51
40247821	3ss	51
40247969	5ss	34
40251605	3ss	69
40251716	5ss	110
40253675	3ss	110
40253757	5ss	111
40253985	3ss	34
40254100	5ss	18
40254112	3ss	111
40254182	5ss	109
40256308	3ss	109
40256401	5ss	99
40257887	3ss	18
40258044	5ss	35
40259545	3ss	35
40260080	5ss	60
40261640	3ss	99
40261768	5ss	28
40261845	3ss	28
40261936	5ss	47
40263897	3ss	47
40263961	5ss	36
40265109	3ss	60
40265215	5ss	53
40265793	3ss	53
40265950	5ss	21
40268615	3ss	21
40268771	3ss	36
40268862	5ss	53
40269045	5ss	14
40270279	3ss	14
40270348	5ss	35
40273638	3ss	53
40273755	5ss	96
402771	3ss	63
40277234	3ss	25
40277325	5ss	18
40278006	3ss	35
40278089	5ss	36
40280184	3ss	36
40280306	5ss	31
4028144	3ss	156
4028185	5ss	177
40282474	3ss	31
40282578	5ss	24
40284376	3ss	24
40284430	5ss	17
40284970	3ss	17
40285049	5ss	17
4028508	3ss	177
4028598	5ss	269
4028718	3ss	269
402882	5ss	88
4028846	5ss	101
40289165	3ss	17
40289266	5ss	35
4028929	3ss	101
4029034	5ss	79
40290932	3ss	35
40290985	5ss	46
40293189	3ss	46
40293373	3ss	96
40293425	5ss	28
40293504	5ss	74
40293797	3ss	74
40293964	5ss	107
40294914	3ss	28
40294989	5ss	55
40295394	3ss	55
40295515	5ss	46
40297470	3ss	107
40297577	5ss	82
40298645	3ss	82
40298698	5ss	91
40299217	3ss	46
40299266	5ss	58
40300228	3ss	58
40300396	5ss	30
40301606	3ss	91
40301685	5ss	111
40301815	3ss	30
40301931	5ss	23
40303482	3ss	23
40303547	5ss	41
40306181	3ss	12
40308703	3ss	41
40308873	5ss	27
40309309	3ss	27
40309443	5ss	13
40311294	3ss	13
40311401	5ss	30
40313100	3ss	30
40313228	5ss	38
40314255	5ss	18
40314720	3ss	38
40314806	5ss	48
4031793	3ss	108
40318178	3ss	48
40318290	5ss	35
40321607	3ss	35
40321665	5ss	14
40322560	3ss	14
40322657	5ss	31
40324370	3ss	31
40324438	5ss	36
40324958	3ss	36
40325002	5ss	29
40325083	3ss	99
40326527	3ss	29
40326645	5ss	37
40327228	3ss	37
4032989	5ss	247
4033098	3ss	79
4033171	5ss	105
4033418	3ss	105
4033578	5ss	54
40351463	5ss	160
40352384	3ss	160
40352547	5ss	223
40352961	3ss	223
40353062	5ss	318
40353461	3ss	318
40356359	3ss	36
40356454	5ss	33
40356802	5ss	22
40357422	3ss	22
4037372	3ss	54
4037502	5ss	42
4037614	3ss	42
4037631	3ss	247
4037804	5ss	101
4041006	3ss	101
4041161	5ss	199
4042721	3ss	199
4042802	5ss	214
40440354	5ss	264
4044047	3ss	214
4044257	5ss	45
40447811	5ss	11
40448238	3ss	264
40448368	5ss	233
40450486	3ss	233
40450617	5ss	286
4045103	3ss	37
40451769	3ss	11
4045217	5ss	33
40452888	5ss	18
40453293	3ss	18
40453456	5ss	185
40456501	3ss	286
40456596	5ss	627
40456779	3ss	627
40456916	5ss	359
40457254	3ss	185
40457397	5ss	248
40457933	3ss	359
40457986	5ss	380
40458465	5ss	10
40458844	3ss	380
40458993	5ss	462
40459420	3ss	10
40459741	5ss	14
40460014	3ss	462
40460133	5ss	347
40460196	3ss	14
40460351	5ss	16
40461065	3ss	16
40461116	5ss	17
40461395	3ss	17
40461502	5ss	12
40462263	3ss	248
40462322	5ss	182
40462525	3ss	12
40462738	3ss	182
40462882	5ss	283
40464813	3ss	347
40468678	3ss	283
40468874	5ss	326
4047409	3ss	45
4047482	5ss	49
40475915	3ss	326
40476084	5ss	213
40477145	5ss	721
40477366	3ss	213
40477580	5ss	204
40477752	3ss	204
40477843	5ss	272
40478053	3ss	721
40478151	5ss	1012
40478276	3ss	1002
40478369	3ss	10
40478462	5ss	1353
40480201	3ss	1353
40480347	5ss	1145
40480431	3ss	1145
40480540	5ss	1011
40480642	3ss	1011
40480735	5ss	906
40485724	3ss	906
40485891	5ss	1512
40485977	3ss	1512
40486053	5ss	1371
40486193	3ss	1371
40486361	5ss	1444
40486569	3ss	1444
40486624	5ss	1737
40487099	3ss	1737
40488746	3ss	272
40488886	3ss	33
40488957	5ss	23
40488975	5ss	390
40491816	3ss	390
40491928	5ss	299
40492445	3ss	299
4049250	3ss	49
40492560	5ss	220
40493132	3ss	220
40493181	5ss	319
4049340	5ss	69
40494606	3ss	319
40494666	5ss	384
40494790	3ss	384
40494895	5ss	208
40498385	3ss	208
40498659	5ss	248
40498700	3ss	23
40498854	5ss	1411
40498965	5ss	155
40499238	5ss	12
40499381	3ss	1578
40499482	5ss	7501
4049966	3ss	69
40500133	3ss	7501
40500227	5ss	10460
40500838	3ss	248
40500971	5ss	272
4050113	5ss	55
40501836	3ss	272
40501976	5ss	195
40502311	3ss	195
40502411	5ss	125
40502898	3ss	10460
40502997	5ss	10183
40503099	3ss	10183
40503152	5ss	8288
40503430	3ss	8288
40504700	3ss	125
40504849	5ss	141
40505533	3ss	141
40505675	5ss	90
40506455	5ss	99
40506473	5ss	356
405073	5ss	15
40509697	3ss	90
40509868	5ss	123
40510657	3ss	123
40510763	5ss	263
40512765	3ss	263
40513307	5ss	11
40514377	3ss	11
4052191	3ss	55
4052328	5ss	57
40524195	5ss	15
40525006	3ss	117
40525009	3ss	338
40525130	5ss	1133
40525739	3ss	1044
40525742	3ss	89
40525842	5ss	751
40527407	3ss	751
40527484	5ss	1003
40528297	3ss	15
4052954	3ss	57
40529899	3ss	1003
40530042	5ss	1259
40530146	3ss	1259
40530231	5ss	833
4053107	5ss	90
40531887	3ss	833
40531992	5ss	827
40533212	3ss	827
4053325	5ss	13
40533389	5ss	1538
40535362	3ss	1538
40535546	5ss	1572
40535831	3ss	1572
40535954	5ss	714
40535985	5ss	11
40536102	3ss	714
40536184	5ss	892
40536508	3ss	892
40536651	5ss	1020
40537122	3ss	1020
40547629	5ss	10
40547795	3ss	10
40547867	5ss	16
40553087	5ss	11
40553893	3ss	11
40554006	5ss	10
40557351	3ss	26
4056555	3ss	90
4056669	5ss	82
40566765	5ss	47
40567270	3ss	47
40567355	5ss	28
40570810	3ss	28
40570936	5ss	29
40571700	3ss	29
40571807	5ss	51
4057270	3ss	82
40573521	3ss	51
40574144	5ss	26
4057421	5ss	150
4057968	3ss	13
4058154	5ss	19
4058962	3ss	150
4059048	5ss	151
4060160	3ss	19
4060647	3ss	151
40610981	5ss	55
40612866	3ss	55
40613029	5ss	99
4061381	5ss	11
40618447	3ss	99
40618525	5ss	177
4061889	3ss	11
4061934	5ss	14
40620028	3ss	177
40620125	5ss	121
40622108	3ss	121
40622236	5ss	74
4062447	3ss	14
4062533	5ss	16
40627308	5ss	54
4062791	3ss	16
4062867	5ss	11
40629657	3ss	16
40629678	3ss	58
40629760	5ss	106
40630481	3ss	106
40630607	5ss	78
40632685	3ss	78
40632767	5ss	60
4063308	3ss	11
4063353	5ss	17
40635056	3ss	60
40635149	5ss	61
40639173	3ss	61
40639385	5ss	190
40642019	3ss	26
40642505	3ss	190
40642655	5ss	50
40646352	3ss	50
40646491	5ss	73
40647052	3ss	73
40647206	5ss	88
40647644	3ss	88
40647734	5ss	97
4065035	3ss	17
40650942	3ss	97
40651060	5ss	222
40652725	3ss	222
40652941	5ss	65
40653215	3ss	65
40653322	5ss	113
40654727	3ss	54
40654881	5ss	79
40656444	3ss	79
40656525	5ss	97
40658177	5ss	11
40659538	3ss	113
40659645	5ss	92
40660692	3ss	11
40661304	3ss	97
40661436	5ss	112
40663040	5ss	28
40665879	3ss	92
40665996	5ss	61
40666126	3ss	10
40666307	3ss	61
40666478	5ss	78
40668084	3ss	112
40668286	5ss	70
40669429	3ss	18
40669604	5ss	51
40673045	3ss	78
40673081	3ss	51
40673155	5ss	56
40674003	3ss	56
40674048	5ss	63
40675245	5ss	257
40675429	3ss	257
40675523	5ss	262
40675999	3ss	63
40676147	5ss	79
40678563	3ss	262
40678695	5ss	234
40679360	3ss	234
40679407	5ss	224
40681649	3ss	79
40681707	3ss	224
40681774	5ss	40
40681812	5ss	261
40682037	3ss	261
40682130	5ss	220
40683694	3ss	220
40683755	5ss	281
40684150	3ss	281
40684224	5ss	370
40685670	3ss	370
40688246	3ss	70
40688382	5ss	49
40688673	5ss	41
40689416	3ss	41
40689563	5ss	47
40690357	3ss	47
40690503	5ss	65
40690688	3ss	65
40690773	5ss	77
40692968	3ss	77
406930	3ss	15
40693224	5ss	62
40695046	3ss	62
40696459	3ss	40
40696590	5ss	33
40696914	3ss	33
40697009	5ss	24
40697154	3ss	24
40697189	3ss	49
40697330	5ss	56
40697337	5ss	41
40698172	5ss	24
40699837	3ss	24
40699926	5ss	48
40700138	3ss	48
40700189	5ss	36
40701464	3ss	56
40702827	3ss	36
40702996	5ss	43
40703459	3ss	43
40703552	5ss	50
40703754	3ss	50
40703890	5ss	55
40704516	3ss	41
40704653	5ss	30
40705190	3ss	55
40705286	5ss	46
40706821	3ss	30
407069	5ss	12
40706997	5ss	46
40707088	3ss	46
40707181	5ss	26
40707600	3ss	26
40707681	5ss	13
40708277	3ss	13
40708381	5ss	17
40708489	3ss	17
40708509	3ss	46
40708561	5ss	40
40708655	5ss	71
40708906	3ss	71
40709001	5ss	80
40710329	3ss	40
40711287	3ss	80
40711511	5ss	35
40711946	3ss	35
40712016	5ss	33
40714237	5ss	25
40714505	5ss	10
40714630	3ss	35
40715340	5ss	157
40715979	3ss	157
40716193	5ss	134
40716464	3ss	134
40716595	5ss	140
40716727	3ss	140
40716916	5ss	273
40717001	3ss	273
40717065	5ss	276
40717094	3ss	33
40717233	5ss	23
40717245	3ss	276
40717329	5ss	267
40717489	3ss	267
40717586	5ss	283
40717677	3ss	283
40717823	5ss	173
40717924	3ss	173
40718858	3ss	23
40719184	5ss	108
40719346	5ss	12
40719637	3ss	120
40719673	5ss	188
40720488	3ss	146
40720577	5ss	246
40720855	3ss	288
40720961	5ss	192
40721222	3ss	192
40721321	5ss	273
40721525	3ss	273
40721624	5ss	281
40722000	3ss	281
40722201	5ss	265
40723565	3ss	265
40724066	5ss	258
40726511	3ss	258
40726657	5ss	265
40733458	3ss	265
40733467	5ss	36
40733544	5ss	287
40734091	3ss	287
40734207	5ss	472
40735647	3ss	472
40735799	5ss	243
40737566	3ss	243
40737707	5ss	249
40742715	5ss	634
40745836	3ss	634
40746039	5ss	540
40747015	3ss	249
40747199	5ss	498
40749077	3ss	540
40749121	5ss	552
40750252	3ss	552
40750331	5ss	568
40750650	3ss	36
40751597	3ss	498
40751701	5ss	359
40752095	5ss	71
40752412	5ss	64
40754111	3ss	40
40754114	3ss	31
40754493	5ss	62
40754868	3ss	568
40755039	5ss	967
40755264	3ss	967
40755310	5ss	772
40756060	3ss	62
40756219	5ss	82
40756406	3ss	772
40756496	5ss	660
40756526	3ss	359
40756669	5ss	225
40756670	3ss	82
40756746	5ss	62
40757277	3ss	660
40757346	5ss	682
40757492	3ss	682
40757534	3ss	21
40757543	3ss	41
40757634	5ss	94
40757639	5ss	927
40758117	3ss	225
40758140	3ss	94
40758985	3ss	927
40759075	5ss	616
40759781	5ss	45
40760280	3ss	616
40760369	5ss	709
40760884	3ss	694
40761060	5ss	599
40761804	5ss	344
40762126	3ss	344
40762238	5ss	382
40762440	3ss	614
40762441	3ss	382
40762608	5ss	329
40762624	3ss	109
40762789	5ss	131
40763695	3ss	131
40763762	5ss	143
40764093	3ss	329
40764161	5ss	334
40764445	3ss	334
40764524	5ss	418
40764965	3ss	418
40765091	5ss	592
40765092	3ss	143
40765206	5ss	52
40765665	3ss	592
40765751	5ss	827
40765867	3ss	827
40766016	5ss	436
40766278	3ss	436
40766430	5ss	418
40766514	3ss	418
40766675	5ss	361
40766692	5ss	67
40766862	3ss	361
4076756	3ss	33
40768792	3ss	52
40789033	3ss	11
40789096	5ss	17
407957	3ss	88
40796700	3ss	67
40796817	5ss	84
40797597	3ss	53
40797679	5ss	45
40798143	3ss	76
40798209	5ss	68
40800251	3ss	68
40800459	5ss	109
40800561	3ss	109
40800668	5ss	94
40801145	3ss	94
40801288	5ss	72
40801653	3ss	72
40801848	5ss	89
40802082	3ss	89
40802227	5ss	57
40802442	3ss	57
40802666	5ss	101
40803021	3ss	101
40803075	5ss	143
40803205	3ss	143
40803332	5ss	124
40803417	3ss	124
40803572	5ss	65
40803793	3ss	65
40803847	5ss	61
40804075	3ss	61
40804124	5ss	58
40804281	3ss	58
40804433	5ss	50
40804631	3ss	50
40804701	5ss	52
40804798	3ss	52
40804846	5ss	62
40804937	3ss	62
40805022	5ss	32
40805254	3ss	32
40805376	5ss	106
40805469	3ss	106
40805529	5ss	89
40805686	3ss	89
4080626	5ss	11
40811570	5ss	12
40811852	3ss	12
40811964	5ss	22
40812167	3ss	22
408136	5ss	93
40815521	5ss	20
40817494	3ss	20
40817580	5ss	32
40817696	3ss	32
40817845	5ss	15
40818105	3ss	15
40818257	5ss	27
40818341	3ss	27
40818502	5ss	24
40818621	3ss	24
408369	3ss	75
40839064	5ss	11
40839738	3ss	11
40839895	5ss	126
40841645	5ss	12
40842106	3ss	12
40842225	5ss	16
40842757	3ss	16
40842960	5ss	10
40843155	3ss	10
40847892	5ss	11
40848043	3ss	11
40849385	5ss	13
40849572	3ss	13
40854631	5ss	10
40854675	5ss	198
408551	5ss	44
40862142	5ss	44
40863803	3ss	44
40864099	5ss	48
40865726	3ss	48
40871460	3ss	102
40871492	5ss	27
40871837	5ss	100
40872326	3ss	233
40872408	3ss	126
40872417	5ss	258
40872517	3ss	258
40872541	5ss	196
40872591	5ss	205
40872680	3ss	205
40872822	5ss	373
40873603	3ss	373
40873786	5ss	245
40874325	3ss	196
40874410	5ss	223
40875429	3ss	223
40875507	5ss	265
40875815	3ss	245
40875935	5ss	172
40876017	3ss	172
40876144	5ss	335
40877580	3ss	335
40877780	5ss	557
40878688	3ss	265
40878774	5ss	254
40879831	3ss	254
40879912	5ss	109
40880388	3ss	557
40880527	5ss	229
40880944	3ss	109
40881053	5ss	106
40881848	3ss	106
40882013	5ss	123
40882452	3ss	123
40882516	3ss	229
40882681	5ss	290
40882768	5ss	145
40883693	3ss	290
40883792	5ss	310
40883893	3ss	310
40886590	5ss	116
40887648	3ss	145
40895113	3ss	116
40895164	5ss	60
40897308	3ss	60
40897347	5ss	54
40898591	3ss	54
40898650	5ss	70
40899915	3ss	17
40901045	3ss	70
40901106	5ss	92
40902443	3ss	92
40902495	5ss	119
40903676	3ss	119
40903709	5ss	98
40907539	3ss	98
40907576	5ss	103
40911157	3ss	103
40911209	5ss	159
4091256	3ss	11
40912838	3ss	159
409135	3ss	93
4091433	5ss	22
40914481	5ss	10
40914615	3ss	10
40917838	5ss	97
40920268	3ss	97
40920406	5ss	103
40920809	3ss	103
40920876	5ss	154
40921471	3ss	154
40921569	5ss	164
40922743	5ss	11
40923016	3ss	11
40923111	5ss	29
409233	5ss	60
40925546	5ss	205
40925751	3ss	205
40925896	5ss	543
40926664	3ss	543
40926717	5ss	524
40927399	3ss	524
40927487	5ss	576
40928093	3ss	29
40928263	3ss	576
40928338	5ss	734
40930975	3ss	734
40933110	3ss	164
40933225	5ss	89
40933334	5ss	11
40934776	3ss	11
40934948	5ss	14
40935955	3ss	14
40937195	3ss	89
40937285	5ss	82
40937854	3ss	82
40937970	5ss	144
40939185	3ss	144
40939272	5ss	127
40939560	5ss	20
40939796	3ss	20
40939917	5ss	21
40940148	3ss	21
40940425	5ss	21
40940699	3ss	21
40942499	3ss	127
40942576	5ss	134
40942742	3ss	134
40942781	5ss	106
40943669	3ss	106
40943770	5ss	88
40944203	3ss	88
40944303	5ss	72
40945362	5ss	182
40947107	3ss	72
40947175	5ss	78
40947400	5ss	10
40947479	3ss	10
40947539	5ss	11
40947643	3ss	11
40949240	3ss	78
40949349	5ss	125
40949553	3ss	125
40949671	5ss	95
40951537	3ss	95
40951659	5ss	159
40954272	3ss	159
40954886	5ss	11
40955201	3ss	11
40955296	5ss	15
4095732	3ss	22
4095909	5ss	19
409595	3ss	60
40960593	3ss	15
409738	5ss	88
40974580	5ss	14
40975123	3ss	14
40975297	5ss	13
40975405	3ss	13
40975462	5ss	25
40980187	3ss	25
40982724	3ss	182
40982977	5ss	444
40985690	5ss	310
40986361	3ss	310
40986393	5ss	396
40986532	3ss	396
40986594	5ss	465
40986789	3ss	465
40986893	5ss	368
40987623	5ss	19
40988253	3ss	444
40988398	5ss	397
40989666	3ss	368
40989714	5ss	349
40990110	3ss	349
40990222	5ss	266
40990710	3ss	397
40990748	3ss	266
40990789	5ss	340
40990816	5ss	327
40990955	3ss	19
40990962	3ss	327
40991029	5ss	380
40991043	5ss	55
40991129	3ss	380
40991183	5ss	414
40991311	3ss	414
40991397	5ss	438
40993262	3ss	55
40993399	5ss	51
40993515	3ss	438
40993978	3ss	340
40994090	5ss	124
40996057	3ss	124
40996275	5ss	162
40998375	3ss	51
40998492	5ss	61
40999909	3ss	162
41000024	5ss	164
41000219	3ss	164
41000470	5ss	205
41000546	3ss	205
41000684	5ss	275
41001223	3ss	61
41001314	5ss	91
41002544	3ss	275
41002696	5ss	372
41003775	3ss	372
41003879	5ss	208
41006384	5ss	26
41007287	3ss	26
41007382	5ss	33
41007622	3ss	208
41007828	5ss	223
41010174	3ss	223
41010310	5ss	353
41011003	3ss	91
41011097	5ss	69
41012186	3ss	93
41012201	3ss	260
41012234	3ss	33
41012334	5ss	278
41020909	3ss	69
41021022	5ss	74
41021703	3ss	74
41021832	5ss	68
41022043	3ss	278
41022051	3ss	68
41022130	5ss	208
41022172	5ss	60
41023253	3ss	60
41025125	3ss	208
41025467	5ss	177
41026735	3ss	177
41026830	5ss	187
41027260	3ss	187
41027471	5ss	476
41029248	3ss	476
41029488	5ss	248
41029723	3ss	248
41029872	5ss	361
41031091	3ss	361
41031211	5ss	319
4103414	3ss	19
4103581	5ss	11
41040823	5ss	39
4104112	3ss	11
4104212	5ss	12
41043251	3ss	319
41043381	5ss	196
41043650	3ss	196
41043928	5ss	209
4104493	3ss	12
41045770	3ss	209
41045895	5ss	152
41046768	3ss	39
41046903	5ss	37
41047245	3ss	152
4104728	5ss	11
41047370	5ss	191
41048562	3ss	191
41048728	5ss	477
41051785	3ss	37
41051931	5ss	69
41055504	3ss	477
41055612	5ss	384
41055845	3ss	384
41055991	5ss	312
41056414	5ss	408
41056617	3ss	312
41056763	5ss	172
41057318	3ss	69
41057449	5ss	54
41057781	3ss	172
41057943	3ss	54
41058003	5ss	324
41058025	3ss	408
41058048	5ss	74
41058119	5ss	258
41059267	3ss	52
41059285	3ss	22
41059424	3ss	258
41059433	5ss	72
41060313	3ss	324
41060533	5ss	280
41060651	3ss	72
41060824	5ss	74
41062135	3ss	74
41062236	5ss	90
41064556	3ss	280
41064746	5ss	173
41065096	3ss	90
41069762	3ss	173
41069935	5ss	260
41073821	3ss	260
41073962	5ss	232
41075152	3ss	232
41075905	5ss	186
41076473	3ss	186
41076596	5ss	200
4107707	3ss	11
41077625	3ss	200
4107773	5ss	10
41077850	5ss	129
41078355	3ss	129
41078484	5ss	207
41082470	3ss	207
41082655	5ss	247
41082891	5ss	103
41083137	3ss	103
41083190	5ss	124
41083302	3ss	124
41083347	5ss	130
41083463	3ss	130
41083536	5ss	69
41083995	3ss	247
41084060	3ss	69
41084118	5ss	85
41084215	5ss	413
41084302	3ss	413
41084368	3ss	85
41084390	5ss	266
41084448	5ss	86
41086230	3ss	86
41086391	5ss	38
41086472	3ss	38
41086562	5ss	42
41086652	3ss	42
41086842	5ss	74
41088257	3ss	74
41088372	5ss	74
41088506	3ss	266
41088662	5ss	226
41088820	3ss	226
41089032	5ss	466
41089080	5ss	13
41089304	3ss	74
41089391	5ss	107
41089507	3ss	107
41089623	5ss	48
41089754	3ss	479
41089849	5ss	500
41091640	3ss	500
41092680	3ss	48
41092850	5ss	74
41094530	3ss	74
41094685	5ss	58
41094988	3ss	58
41095084	5ss	30
41096150	3ss	30
41096328	5ss	66
41096636	3ss	66
41096759	5ss	79
41096882	3ss	79
410994	3ss	88
41100066	5ss	49
41101317	3ss	49
41101438	5ss	57
41101606	3ss	57
41101656	5ss	86
41102050	3ss	86
41102168	5ss	67
41102269	3ss	67
41102414	5ss	105
41102847	3ss	105
41102955	5ss	65
41104897	3ss	65
41105100	5ss	60
41105536	3ss	60
41105615	5ss	43
41105911	3ss	43
41106009	5ss	34
41106141	3ss	34
41106268	5ss	32
41106346	3ss	32
4112512	3ss	10
41133091	5ss	19
41136384	5ss	35
41136688	3ss	35
41137227	5ss	66
41139273	3ss	19
41139431	5ss	29
41141358	3ss	29
41141556	5ss	42
41142334	3ss	42
41142453	5ss	32
41142868	3ss	32
41145322	3ss	66
41145449	5ss	84
41145687	3ss	84
41145825	5ss	67
41145909	3ss	67
41146079	5ss	26
41146127	5ss	37
41146258	3ss	63
41146284	5ss	72
41146595	3ss	72
41146720	5ss	56
41146837	3ss	56
41146887	5ss	54
41148090	3ss	54
41148260	5ss	63
41148474	3ss	63
41148521	5ss	69
41148968	3ss	69
41150488	5ss	3481
41150766	3ss	3481
41150848	5ss	8644
41151950	3ss	8619
41152119	5ss	5374
41154690	3ss	5399
41154800	5ss	2461
41154889	3ss	2461
41157539	5ss	79
4116261	5ss	235
41187057	5ss	100
41188136	3ss	100
41188277	5ss	68
41191105	3ss	68
41191196	5ss	118
41191342	3ss	118
41193212	5ss	67
41193550	5ss	944
41194814	3ss	67
41196661	3ss	944
41196718	5ss	1111
41198289	3ss	1085
41198292	3ss	26
41198336	5ss	1331
41200737	3ss	1331
41200869	5ss	1637
41201748	3ss	1637
41201906	5ss	1578
41201990	3ss	1578
41202089	5ss	1365
41202469	3ss	1365
41202604	5ss	614
41202990	3ss	614
41203075	5ss	937
41203283	3ss	937
41203381	5ss	869
41203492	3ss	869
41203652	5ss	1139
41204433	3ss	1139
41204508	3ss	79
41204577	5ss	1098
41204620	5ss	129
41204657	3ss	1098
41204801	5ss	1046
41205482	3ss	1046
41205663	5ss	987
41205758	3ss	987
41205875	5ss	895
41206112	3ss	895
41206265	5ss	1347
41206565	3ss	917
41206568	3ss	430
41206704	5ss	1146
41206893	3ss	1146
41213206	3ss	129
41213277	5ss	187
41215245	3ss	187
41215358	5ss	102
41218823	3ss	102
41218918	5ss	182
41223793	3ss	182
41223966	5ss	123
41224195	5ss	31
41228560	3ss	123
41228718	5ss	174
41231245	3ss	31
41231344	5ss	36
4123223	3ss	235
41232268	3ss	174
41232375	5ss	211
4123311	5ss	338
41235028	3ss	211
41235087	5ss	274
41235107	3ss	36
41235320	5ss	40
41236381	3ss	264
41236384	3ss	10
41239065	3ss	40
41239269	5ss	54
41241161	5ss	1442
41242891	3ss	54
41242992	5ss	57
41243603	3ss	57
41243674	5ss	53
41245262	3ss	53
41246012	5ss	40
41246426	3ss	40
41246461	5ss	36
41247571	3ss	36
41253249	5ss	98
41257386	5ss	621
41259026	5ss	779
41259132	3ss	769
41259143	5ss	774
41259626	3ss	774
41259754	5ss	2108
41262664	3ss	2118
41262711	5ss	23
41262814	5ss	2497
41263237	3ss	621
41263409	5ss	803
41263732	3ss	2497
41263771	3ss	23
41263817	5ss	2541
41263893	3ss	2501
41263940	5ss	2094
41265003	3ss	98
41265119	5ss	76
41265242	3ss	2134
41265308	5ss	2343
