ENSG00000000003	TSPAN6	"tetraspanin 6"
ENSG00000207638	MIR99A	"microRNA 99a"
ENSG00000207639	MIR193B	"microRNA 193b"
ENSG00000207641	MIR510	"microRNA 510"
ENSG00000207642	MIR571	"microRNA 571"
ENSG00000207644	MIR512-2	"microRNA 512-2"
ENSG00000207645	MIR512-1	"microRNA 512-1"
ENSG00000207646	MIR655	"microRNA 655"
ENSG00000207647	MIR153-1	"microRNA 153-1"
ENSG00000207649	MIR138-2	"microRNA 138-2"
ENSG00000207650	MIR570	"microRNA 570"
ENSG00000207651	MIR28	"microRNA 28"
ENSG00000207652	MIR621	"microRNA 621"
ENSG00000207653	MIR558	"microRNA 558"
ENSG00000207654	MIR128-1	"microRNA 128-1"
ENSG00000207656	MIR489	"microRNA 489"
ENSG00000207688	MIR548AA2	"microRNA 548aa-2"
ENSG00000207689	MIR548A2	"microRNA 548a-2"
ENSG00000207691	MIR183	"microRNA 183"
ENSG00000207692	MIR592	"microRNA 592"
ENSG00000207693	MIR602	"microRNA 602"
ENSG00000207695	MIR184	"microRNA 184"
ENSG00000207696	MIR659	"microRNA 659"
ENSG00000207697	MIR573	"microRNA 573"
ENSG00000207698	MIR32	"microRNA 32"
ENSG00000207699	MIR518A2	"microRNA 518a-2"
ENSG00000207701	MIR597	"microRNA 597"
ENSG00000207702	MIR211	"microRNA 211"
ENSG00000207703	MIR7-2	"microRNA 7-2"
ENSG00000207704	MIR548AA1	"microRNA 548aa-1"
ENSG00000207705	MIR129-1	"microRNA 129-1"
ENSG00000207706	MIR518F	"microRNA 518f"
ENSG00000207708	MIR141	"microRNA 141"
ENSG00000207711	MIR525	"microRNA 525"
ENSG00000207712	MIR627	"microRNA 627"
ENSG00000207713	MIR200C	"microRNA 200c"
ENSG00000207714	MIR584	"microRNA 584"
ENSG00000207716	MIR572	"microRNA 572"
ENSG00000207717	MIR551B	"microRNA 551b"
ENSG00000207719	MIR623	"microRNA 623"
ENSG00000207721	MIR186	"microRNA 186"
ENSG00000207722	MIR520B	"microRNA 520b"
ENSG00000207725	MIR222	"microRNA 222"
ENSG00000207726	MIR455	"microRNA 455"
ENSG00000207728	MIR449B	"microRNA 449b"
ENSG00000207729	MIR556	"microRNA 556"
ENSG00000207730	MIR200B	"microRNA 200b"
ENSG00000207731	MIR506	"microRNA 506"
ENSG00000207732	MIR218-1	"microRNA 218-1"
ENSG00000207734	MIR517A	"microRNA 517a"
ENSG00000207735	MIR520D	"microRNA 520d"
ENSG00000207736	MIR657	"microRNA 657"
ENSG00000207737	MIR181B2	"microRNA 181b-2"
ENSG00000207738	MIR520C	"microRNA 520c"
ENSG00000207739	MIR218-2	"microRNA 218-2"
ENSG00000207741	MIR590	"microRNA 590"
ENSG00000207742	MIR487A	"microRNA 487a"
ENSG00000207743	MIR495	"microRNA 495"
ENSG00000207744	MIR10B	"microRNA 10b"
ENSG00000207746	MIR575	"microRNA 575"
ENSG00000207749	MIR299	"microRNA 299"
ENSG00000207750	MIR553	"microRNA 553"
ENSG00000207751	AP000553.1	""
ENSG00000207752	MIR199A1	"microRNA 199a-1"
ENSG00000207754	MIR487B	"microRNA 487b"
ENSG00000207755	MIR450A2	"microRNA 450a-2"
ENSG00000207756	MIR580	"microRNA 580"
ENSG00000207757	MIR93	"microRNA 93"
ENSG00000207758	MIR532	"microRNA 532"
ENSG00000207759	MIR181A1	"microRNA 181a-1"
ENSG00000207761	MIR329-1	"microRNA 329-1"
ENSG00000207762	MIR329-2	"microRNA 329-2"
ENSG00000207763	MIR617	"microRNA 617"
ENSG00000207766	MIR626	"microRNA 626"
ENSG00000207767	MIR516A1	"microRNA 516a-1"
ENSG00000207768	MIR188	"microRNA 188"
ENSG00000207769	MIR586	"microRNA 586"
ENSG00000207771	MIR550A1	"microRNA 550a-1"
ENSG00000207773	MIR642A	"microRNA 642a"
ENSG00000207775	MIR548A1	"microRNA 548a-1"
ENSG00000207776	MIR551A	"microRNA 551a"
ENSG00000207778	MIR3591	"microRNA 3591"
ENSG00000207779	MIR15B	"microRNA 15b"
ENSG00000207780	MIR648	"microRNA 648"
ENSG00000207781	MIR625	"microRNA 625"
ENSG00000207782	MIR150	"microRNA 150"
ENSG00000207784	MIR542	"microRNA 542"
ENSG00000207785	MIR500A	"microRNA 500a"
ENSG00000207788	MIR519C	"microRNA 519c"
ENSG00000207789	MIR26A2	"microRNA 26a-2"
ENSG00000207797	MIR187	"microRNA 187"
ENSG00000207798	MIR216A	"microRNA 216a"
ENSG00000207799	MIR520G	"microRNA 520g"
ENSG00000207800	MIR504	"microRNA 504"
ENSG00000207802	MIR646	"microRNA 646"
ENSG00000207803	MIR518A1	"microRNA 518a-1"
ENSG00000207804	MIR599	"microRNA 599"
ENSG00000207805	MIR483	"microRNA 483"
ENSG00000207807	MIR95	"microRNA 95"
ENSG00000207808	MIR27A	"microRNA 27a"
ENSG00000207810	MIR519E	"microRNA 519e"
ENSG00000207811	MIR34B	"microRNA 34b"
ENSG00000207813	MIR605	"microRNA 605"
ENSG00000207814	MIR147A	"microRNA 147a"
ENSG00000207815	MIR563	"microRNA 563"
ENSG00000207816	MIR124-2	"microRNA 124-2"
ENSG00000207818	MIR105-2	"microRNA 105-2"
ENSG00000207820	MIR545	"microRNA 545"
ENSG00000207821	MIR640	"microRNA 640"
ENSG00000207825	MIR519B	"microRNA 519b"
ENSG00000207826	MIR596	"microRNA 596"
ENSG00000207827	MIR30A	"microRNA 30a"
ENSG00000207837	MIR517B	"microRNA 517b"
ENSG00000207838	MIR517C	"microRNA 517c"
ENSG00000207839	MIR33B	"microRNA 33b"
ENSG00000207861	MIR520H	"microRNA 520h"
ENSG00000207862	MIR518B	"microRNA 518b"
ENSG00000207863	MIR125B2	"microRNA 125b-2"
ENSG00000207864	MIR27B	"microRNA 27b"
ENSG00000207866	MIR514A2	"microRNA 514a-2"
ENSG00000207867	MIR514A3	"microRNA 514a-3"
ENSG00000207868	MIR514A1	"microRNA 514a-1"
ENSG00000207869	MIR498	"microRNA 498"
ENSG00000207870	MIR221	"microRNA 221"
ENSG00000207871	MIR513B	"microRNA 513b"
ENSG00000207873	MIR513A1	"microRNA 513a-1"
ENSG00000207874	MIR610	"microRNA 610"
ENSG00000207922	MIR566	"microRNA 566"
ENSG00000207923	MIR559	"microRNA 559"
ENSG00000207924	MIR196A2	"microRNA 196a-2"
ENSG00000207925	MIR516B2	"microRNA 516b-2"
ENSG00000207926	MIR135A1	"microRNA 135a-1"
ENSG00000207927	MIR302A	"microRNA 302a"
ENSG00000207930	MIR603	"microRNA 603"
ENSG00000207931	MIR577	"microRNA 577"
ENSG00000207932	MIR33A	"microRNA 33a"
ENSG00000207933	MIR9-1	"microRNA 9-1"
ENSG00000207934	MIR654	"microRNA 654"
ENSG00000207935	MIR204	"microRNA 204"
ENSG00000207938	MIR511	"microRNA 511"
ENSG00000207940	MIR567	"microRNA 567"
ENSG00000207941	MIR552	"microRNA 552"
ENSG00000207942	MIR136	"microRNA 136"
ENSG00000207943	MIR634	"microRNA 634"
ENSG00000207944	MIR574	"microRNA 574"
ENSG00000207946	MIR516B1	"microRNA 516b-1"
ENSG00000207947	MIR152	"microRNA 152"
ENSG00000207948	MIR328	"microRNA 328"
ENSG00000207951	MIR561	"microRNA 561"
ENSG00000207952	MIR624	"microRNA 624"
ENSG00000207954	MIR138-1	"microRNA 138-1"
ENSG00000207955	AL359091.1	""
ENSG00000207956	MIR579	"microRNA 579"
ENSG00000207957	MIR105-1	"microRNA 105-1"
ENSG00000207959	MIR656	"microRNA 656"
ENSG00000207960	MIR153-2	"microRNA 153-2"
ENSG00000207961	MIR496	"microRNA 496"
ENSG00000207962	MIR30C1	"microRNA 30c-1"
ENSG00000207963	MIR569	"microRNA 569"
ENSG00000207965	MIR629	"microRNA 629"
ENSG00000207967	MIR620	"microRNA 620"
ENSG00000207969	MIR507	"microRNA 507"
ENSG00000207970	MIR660	"microRNA 660"
ENSG00000207971	MIR125B1	"microRNA 125b-1"
ENSG00000207972	MIR638	"microRNA 638"
ENSG00000207973	MIR589	"microRNA 589"
ENSG00000207974	MIR557	"microRNA 557"
ENSG00000207975	MIR181B1	"microRNA 181b-1"
ENSG00000207976	MIR607	"microRNA 607"
ENSG00000207978	MIR154	"microRNA 154"
ENSG00000207979	MIR527	"microRNA 527"
ENSG00000207980	MIR23A	"microRNA 23a"
ENSG00000207981	MIR519D	"microRNA 519d"
ENSG00000207982	MIR548B	"microRNA 548b"
ENSG00000207983	MIR613	"microRNA 613"
ENSG00000207984	MIR513A2	"microRNA 513a-2"
ENSG00000207987	MIR518E	"microRNA 518e"
ENSG00000207988	MIR576	"microRNA 576"
ENSG00000207989	MIR493	"microRNA 493"
ENSG00000207990	MIR182	"microRNA 182"
ENSG00000207991	MIR601	"microRNA 601"
ENSG00000207992	MIR519A1	"microRNA 519a-1"
ENSG00000207993	MIR134	"microRNA 134"
ENSG00000207994	MIR100	"microRNA 100"
ENSG00000207995	MIR325	"microRNA 325"
ENSG00000207996	MIR301A	"microRNA 301a"
ENSG00000207997	MIR644A	"microRNA 644a"
ENSG00000208000	MIR509-1	"microRNA 509-1"
ENSG00000208001	MIR431	"microRNA 431"
ENSG00000208002	MIR643	"microRNA 643"
ENSG00000208003	MIR549A	"microRNA 549a"
ENSG00000208004	MIR323B	"microRNA 323b"
ENSG00000208005	MIR503	"microRNA 503"
ENSG00000208006	MIR16-1	"microRNA 16-1"
ENSG00000208008	MIR125A	"microRNA 125a"
ENSG00000208009	MIR130A	"microRNA 130a"
ENSG00000208012	MIRLET7F2	"microRNA let-7f-2"
ENSG00000208013	MIR652	"microRNA 652"
ENSG00000208014	MIR653	"microRNA 653"
ENSG00000208015	MIR362	"microRNA 362"
ENSG00000208017	MIR140	"microRNA 140"
ENSG00000208018	MIR645	"microRNA 645"
ENSG00000208022	MIR618	"microRNA 618"
ENSG00000208023	MIR185	"microRNA 185"
ENSG00000208024	MIR199A2	"microRNA 199a-2"
ENSG00000208025	MIR591	"microRNA 591"
ENSG00000208027	MIR485	"microRNA 485"
ENSG00000208028	MIR616	"microRNA 616"
ENSG00000208032	MIR548A3	"microRNA 548a-3"
ENSG00000208033	MIR609	"microRNA 609"
ENSG00000208036	MIR106B	"microRNA 106b"
ENSG00000208037	MIR320A	"microRNA 320a"
ENSG00000208308	SNORA40B	"small nucleolar RNA, H/ACA box 40B"
ENSG00000208772	SNORD94	"small nucleolar RNA, C/D box 94"
ENSG00000208797	SNORD73A	"small nucleolar RNA, C/D box 73A"
ENSG00000208839	SNORA35	"small nucleolar RNA, H/ACA box 35"
ENSG00000208883	SNORD96B	"small nucleolar RNA, C/D box 96B"
ENSG00000208892	SNORA49	"small nucleolar RNA, H/ACA box 49"
ENSG00000209042	SNORD12C	"small nucleolar RNA, C/D box 12C"
ENSG00000209082	MT-TL1	"mitochondrially encoded tRNA leucine 1 (UUA/G)"
ENSG00000209480	SNORD83B	"small nucleolar RNA, C/D box 83B"
ENSG00000209482	SNORD83A	"small nucleolar RNA, C/D box 83A"
ENSG00000209582	SNORA48	"small nucleolar RNA, H/ACA box 48"
ENSG00000209645	SNORD105	"small nucleolar RNA, C/D box 105"
ENSG00000209702	SNORD41	"small nucleolar RNA, C/D box 41"
ENSG00000210049	MT-TF	"mitochondrially encoded tRNA phenylalanine"
ENSG00000210077	MT-TV	"mitochondrially encoded tRNA valine"
ENSG00000210082	MT-RNR2	"mitochondrially encoded 16S RNA"
ENSG00000210100	MT-TI	"mitochondrially encoded tRNA isoleucine"
ENSG00000210107	MT-TQ	"mitochondrially encoded tRNA glutamine"
ENSG00000210112	MT-TM	"mitochondrially encoded tRNA methionine"
ENSG00000210117	MT-TW	"mitochondrially encoded tRNA tryptophan"
ENSG00000210127	MT-TA	"mitochondrially encoded tRNA alanine"
ENSG00000210135	MT-TN	"mitochondrially encoded tRNA asparagine"
ENSG00000210140	MT-TC	"mitochondrially encoded tRNA cysteine"
ENSG00000210144	MT-TY	"mitochondrially encoded tRNA tyrosine"
ENSG00000210151	MT-TS1	"mitochondrially encoded tRNA serine 1 (UCN)"
ENSG00000210154	MT-TD	"mitochondrially encoded tRNA aspartic acid"
ENSG00000210156	MT-TK	"mitochondrially encoded tRNA lysine"
ENSG00000210164	MT-TG	"mitochondrially encoded tRNA glycine"
ENSG00000210174	MT-TR	"mitochondrially encoded tRNA arginine"
ENSG00000210176	MT-TH	"mitochondrially encoded tRNA histidine"
ENSG00000210181	RNU6ATAC4P	"RNA, U6atac small nuclear 4, pseudogene"
ENSG00000210184	MT-TS2	"mitochondrially encoded tRNA serine 2 (AGU/C)"
ENSG00000210191	MT-TL2	"mitochondrially encoded tRNA leucine 2 (CUN)"
ENSG00000210194	MT-TE	"mitochondrially encoded tRNA glutamic acid"
ENSG00000210195	MT-TT	"mitochondrially encoded tRNA threonine"
ENSG00000210196	MT-TP	"mitochondrially encoded tRNA proline"
ENSG00000210678	RNU6ATAC2P	"RNA, U6atac small nuclear 2, pseudogene"
ENSG00000210709	RNU6ATAC3P	"RNA, U6atac small nuclear 3, pseudogene"
ENSG00000210741	MIR196A1	"microRNA 196a-1"
ENSG00000210825	SNORA40	"small nucleolar RNA, H/ACA box 40"
ENSG00000210839	RNU6ATAC5P	"RNA, U6atac small nuclear 5, pseudogene"
ENSG00000210841	RNU6ATAC26P	"RNA, U6atac small nuclear 26, pseudogene"
ENSG00000211137	MIR190A	"microRNA 190a"
ENSG00000211445	GPX3	"glutathione peroxidase 3"
ENSG00000211448	DIO2	"iodothyronine deiodinase 2"
ENSG00000211450	SELENOH	"selenoprotein H"
ENSG00000211451	GNRHR2	"gonadotropin releasing hormone receptor 2 (pseudogene)"
ENSG00000211452	DIO1	"iodothyronine deiodinase 1"
ENSG00000211454	AKR7L	"aldo-keto reductase family 7 like (gene/pseudogene)"
ENSG00000211455	STK38L	"serine/threonine kinase 38 like"
ENSG00000211456	SACM1L	"SAC1 like phosphatidylinositide phosphatase"
ENSG00000211459	MT-RNR1	"mitochondrially encoded 12S RNA"
ENSG00000211460	TSN	"translin"
ENSG00000211491	MIR320D1	"microRNA 320d-1"
ENSG00000211513	MIR320E	"microRNA 320e"
ENSG00000211514	MIR454	"microRNA 454"
ENSG00000211520	MIR216B	"microRNA 216b"
ENSG00000211532	MIR526A2	"microRNA 526a-2"
ENSG00000211538	MIR501	"microRNA 501"
ENSG00000211543	MIR320B1	"microRNA 320b-1"
ENSG00000211563	MIR3065	"microRNA 3065"
ENSG00000211568	MIR670	"microRNA 670"
ENSG00000211574	MIR770	"microRNA 770"
ENSG00000211575	MIR760	"microRNA 760"
ENSG00000211578	MIR766	"microRNA 766"
ENSG00000211579	MIR759	"microRNA 759"
ENSG00000211580	MIR769	"microRNA 769"
ENSG00000211581	MIR765	"microRNA 765"
ENSG00000211582	MIR758	"microRNA 758"
ENSG00000211583	MIR767	"microRNA 767"
ENSG00000211584	SLC48A1	"solute carrier family 48 member 1"
ENSG00000211590	MIR802	"microRNA 802"
ENSG00000211591	MIR762	"microRNA 762"
ENSG00000211592	IGKC	"immunoglobulin kappa constant"
ENSG00000211593	IGKJ5	"immunoglobulin kappa joining 5"
ENSG00000211594	IGKJ4	"immunoglobulin kappa joining 4"
ENSG00000211595	IGKJ3	"immunoglobulin kappa joining 3"
ENSG00000211596	IGKJ2	"immunoglobulin kappa joining 2"
ENSG00000211597	IGKJ1	"immunoglobulin kappa joining 1"
ENSG00000211598	IGKV4-1	"immunoglobulin kappa variable 4-1"
ENSG00000211599	IGKV5-2	"immunoglobulin kappa variable 5-2"
ENSG00000211611	IGKV6-21	"immunoglobulin kappa variable 6-21 (non-functional)"
ENSG00000211623	IGKV2D-26	"immunoglobulin kappa variable 2D-26"
ENSG00000211625	IGKV3D-20	"immunoglobulin kappa variable 3D-20"
ENSG00000211626	IGKV6D-41	"immunoglobulin kappa variable 6D-41 (non-functional)"
ENSG00000211632	IGKV3D-11	"immunoglobulin kappa variable 3D-11"
ENSG00000211633	IGKV1D-42	"immunoglobulin kappa variable 1D-42 (non-functional)"
ENSG00000211637	IGLV4-69	"immunoglobulin lambda variable 4-69"
ENSG00000211638	IGLV8-61	"immunoglobulin lambda variable 8-61"
ENSG00000211639	IGLV4-60	"immunoglobulin lambda variable 4-60"
ENSG00000211640	IGLV6-57	"immunoglobulin lambda variable 6-57"
ENSG00000211641	IGLV11-55	"immunoglobulin lambda variable 11-55 (non-functional)"
ENSG00000211642	IGLV10-54	"immunoglobulin lambda variable 10-54"
ENSG00000211643	IGLV5-52	"immunoglobulin lambda variable 5-52"
ENSG00000211644	IGLV1-51	"immunoglobulin lambda variable 1-51"
ENSG00000211645	IGLV1-50	"immunoglobulin lambda variable 1-50 (non-functional)"
ENSG00000211647	IGLV5-48	"immunoglobulin lambda variable 5-48 (non-functional)"
ENSG00000211648	IGLV1-47	"immunoglobulin lambda variable 1-47"
ENSG00000211649	IGLV7-46	"immunoglobulin lambda variable 7-46 (gene/pseudogene)"
ENSG00000211650	IGLV5-45	"immunoglobulin lambda variable 5-45"
ENSG00000211651	IGLV1-44	"immunoglobulin lambda variable 1-44"
ENSG00000211652	IGLV7-43	"immunoglobulin lambda variable 7-43"
ENSG00000211653	IGLV1-40	"immunoglobulin lambda variable 1-40"
ENSG00000211654	IGLV5-37	"immunoglobulin lambda variable 5-37"
ENSG00000211655	IGLV1-36	"immunoglobulin lambda variable 1-36"
ENSG00000211656	IGLV2-33	"immunoglobulin lambda variable 2-33 (non-functional)"
ENSG00000211657	IGLV3-32	"immunoglobulin lambda variable 3-32 (non-functional)"
ENSG00000211658	IGLV3-27	"immunoglobulin lambda variable 3-27"
ENSG00000211659	IGLV3-25	"immunoglobulin lambda variable 3-25"
ENSG00000211660	IGLV2-23	"immunoglobulin lambda variable 2-23"
ENSG00000211661	IGLV3-22	"immunoglobulin lambda variable 3-22 (gene/pseudogene)"
ENSG00000211662	IGLV3-21	"immunoglobulin lambda variable 3-21"
ENSG00000211663	IGLV3-19	"immunoglobulin lambda variable 3-19"
ENSG00000211664	IGLV2-18	"immunoglobulin lambda variable 2-18"
ENSG00000211665	IGLV3-16	"immunoglobulin lambda variable 3-16"
ENSG00000211666	IGLV2-14	"immunoglobulin lambda variable 2-14"
ENSG00000211667	IGLV3-12	"immunoglobulin lambda variable 3-12"
ENSG00000211668	IGLV2-11	"immunoglobulin lambda variable 2-11"
ENSG00000211669	IGLV3-10	"immunoglobulin lambda variable 3-10"
ENSG00000211670	IGLV3-9	"immunoglobulin lambda variable 3-9 (gene/pseudogene)"
ENSG00000211672	IGLV4-3	"immunoglobulin lambda variable 4-3"
ENSG00000211673	IGLV3-1	"immunoglobulin lambda variable 3-1"
ENSG00000211674	IGLJ1	"immunoglobulin lambda joining 1"
ENSG00000211675	IGLC1	"immunoglobulin lambda constant 1"
ENSG00000211676	IGLJ2	"immunoglobulin lambda joining 2"
ENSG00000211677	IGLC2	"immunoglobulin lambda constant 2"
ENSG00000211678	IGLJ3	"immunoglobulin lambda joining 3"
ENSG00000211679	IGLC3	"immunoglobulin lambda constant 3 (Kern-Oz+ marker)"
ENSG00000211680	IGLJ4	"immunoglobulin lambda joining 4 (non-functional)"
ENSG00000211681	IGLJ5	"immunoglobulin lambda joining 5 (non-functional)"
ENSG00000211682	IGLJ6	"immunoglobulin lambda joining 6"
ENSG00000211683	AP000346.1	""
ENSG00000211684	IGLJ7	"immunoglobulin lambda joining 7"
ENSG00000211685	IGLC7	"immunoglobulin lambda constant 7"
ENSG00000211687	TRGJ2	"T cell receptor gamma joining 2"
ENSG00000211688	TRGJP2	"T cell receptor gamma joining P2"
ENSG00000211689	TRGC1	"T cell receptor gamma constant 1"
ENSG00000211690	TRGJ1	"T cell receptor gamma joining 1"
ENSG00000211691	TRGJP	"T cell receptor gamma joining P"
ENSG00000211692	TRGJP1	"T cell receptor gamma joining P1"
ENSG00000211693	TRGV11	"T cell receptor gamma variable 11 (non-functional)"
ENSG00000211694	TRGV10	"T cell receptor gamma variable 10 (non-functional)"
ENSG00000211695	TRGV9	"T cell receptor gamma variable 9"
ENSG00000211696	TRGV8	"T cell receptor gamma variable 8"
ENSG00000211697	TRGV5	"T cell receptor gamma variable 5"
ENSG00000211698	TRGV4	"T cell receptor gamma variable 4"
ENSG00000211699	TRGV3	"T cell receptor gamma variable 3"
ENSG00000211701	TRGV1	"T cell receptor gamma variable 1 (non-functional)"
ENSG00000211706	TRBV6-1	"T cell receptor beta variable 6-1"
ENSG00000211707	TRBV7-1	"T cell receptor beta variable 7-1 (non-functional)"
ENSG00000211710	TRBV4-1	"T cell receptor beta variable 4-1"
ENSG00000211713	TRBV6-4	"T cell receptor beta variable 6-4"
ENSG00000211714	TRBV7-3	"T cell receptor beta variable 7-3"
ENSG00000211715	TRBV5-3	"T cell receptor beta variable 5-3 (non-functional)"
ENSG00000211716	TRBV9	"T cell receptor beta variable 9"
ENSG00000211717	TRBV10-1	"T cell receptor beta variable 10-1(gene/pseudogene)"
ENSG00000211720	TRBV11-1	"T cell receptor beta variable 11-1"
ENSG00000211721	TRBV6-5	"T cell receptor beta variable 6-5"
ENSG00000211724	TRBV6-6	"T cell receptor beta variable 6-6"
ENSG00000211725	TRBV5-5	"T cell receptor beta variable 5-5"
ENSG00000211727	TRBV7-6	"T cell receptor beta variable 7-6"
ENSG00000211728	TRBV5-6	"T cell receptor beta variable 5-6"
ENSG00000211731	TRBV5-7	"T cell receptor beta variable 5-7 (non-functional)"
ENSG00000211734	TRBV5-1	"T cell receptor beta variable 5-1"
ENSG00000211739	TRBV12-2	"T cell receptor beta variable 12-2 (pseudogene)"
ENSG00000211745	TRBV4-2	"T cell receptor beta variable 4-2"
ENSG00000211746	TRBV19	"T cell receptor beta variable 19"
ENSG00000211747	TRBV20-1	"T cell receptor beta variable 20-1"
ENSG00000211749	TRBV23-1	"T cell receptor beta variable 23-1 (non-functional)"
ENSG00000211750	TRBV24-1	"T cell receptor beta variable 24-1"
ENSG00000211751	TRBC1	"T cell receptor beta constant 1"
ENSG00000211752	TRBV27	"T cell receptor beta variable 27"
ENSG00000211753	TRBV28	"T cell receptor beta variable 28"
ENSG00000211764	TRBJ2-1	"T cell receptor beta joining 2-1"
ENSG00000211765	TRBJ2-2	"T cell receptor beta joining 2-2"
ENSG00000211766	TRBJ2-2P	"T cell receptor beta joining 2-2P (non-functional)"
ENSG00000211767	TRBJ2-3	"T cell receptor beta joining 2-3"
ENSG00000211768	TRBJ2-4	"T cell receptor beta joining 2-4"
ENSG00000211769	TRBJ2-5	"T cell receptor beta joining 2-5"
ENSG00000211770	TRBJ2-6	"T cell receptor beta joining 2-6"
ENSG00000211771	TRBJ2-7	"T cell receptor beta joining 2-7"
ENSG00000211772	TRBC2	"T cell receptor beta constant 2"
ENSG00000211776	TRAV2	"T cell receptor alpha variable 2"
ENSG00000211777	TRAV3	"T cell receptor alpha variable 3 (gene/pseudogene)"
ENSG00000211778	TRAV4	"T cell receptor alpha variable 4"
ENSG00000211779	TRAV5	"T cell receptor alpha variable 5"
ENSG00000211780	TRAV6	"T cell receptor alpha variable 6"
ENSG00000211781	TRAV7	"T cell receptor alpha variable 7"
ENSG00000211782	TRAV8-1	"T cell receptor alpha variable 8-1"
ENSG00000211783	TRAV9-1	"T cell receptor alpha variable 9-1"
ENSG00000211784	TRAV10	"T cell receptor alpha variable 10"
ENSG00000211785	TRAV12-1	"T cell receptor alpha variable 12-1"
ENSG00000211786	TRAV8-2	"T cell receptor alpha variable 8-2"
ENSG00000211787	TRAV8-3	"T cell receptor alpha variable 8-3"
ENSG00000211788	TRAV13-1	"T cell receptor alpha variable 13-1"
ENSG00000211789	TRAV12-2	"T cell receptor alpha variable 12-2"
ENSG00000211790	TRAV8-4	"T cell receptor alpha variable 8-4"
ENSG00000211791	TRAV13-2	"T cell receptor alpha variable 13-2"
ENSG00000211792	TRAV14DV4	"T cell receptor alpha variable 14/delta variable 4"
ENSG00000211793	TRAV9-2	"T cell receptor alpha variable 9-2"
ENSG00000211794	TRAV12-3	"T cell receptor alpha variable 12-3"
ENSG00000211795	TRAV8-6	"T cell receptor alpha variable 8-6"
ENSG00000211796	TRAV16	"T cell receptor alpha variable 16"
ENSG00000211797	TRAV17	"T cell receptor alpha variable 17"
ENSG00000211798	TRAV18	"T cell receptor alpha variable 18"
ENSG00000211799	TRAV19	"T cell receptor alpha variable 19"
ENSG00000211800	TRAV20	"T cell receptor alpha variable 20"
ENSG00000211801	TRAV21	"T cell receptor alpha variable 21"
ENSG00000211802	TRAV22	"T cell receptor alpha variable 22"
ENSG00000211803	TRAV23DV6	"T cell receptor alpha variable 23/delta variable 6"
ENSG00000211804	TRDV1	"T cell receptor delta variable 1"
ENSG00000211805	TRAV24	"T cell receptor alpha variable 24"
ENSG00000211806	TRAV25	"T cell receptor alpha variable 25"
ENSG00000211807	TRAV26-1	"T cell receptor alpha variable 26-1"
ENSG00000211808	TRAV8-7	"T cell receptor alpha variable 8-7 (non-functional)"
ENSG00000211809	TRAV27	"T cell receptor alpha variable 27"
ENSG00000211810	TRAV29DV5	"T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene)"
ENSG00000211812	TRAV26-2	"T cell receptor alpha variable 26-2"
ENSG00000211813	TRAV34	"T cell receptor alpha variable 34"
ENSG00000211814	TRAV35	"T cell receptor alpha variable 35"
ENSG00000211815	TRAV36DV7	"T cell receptor alpha variable 36/delta variable 7"
ENSG00000211816	TRAV38-1	"T cell receptor alpha variable 38-1"
ENSG00000211817	TRAV38-2DV8	"T cell receptor alpha variable 38-2/delta variable 8"
ENSG00000211818	TRAV39	"T cell receptor alpha variable 39"
ENSG00000211819	TRAV40	"T cell receptor alpha variable 40"
ENSG00000211820	TRAV41	"T cell receptor alpha variable 41"
ENSG00000211821	TRDV2	"T cell receptor delta variable 2"
ENSG00000211825	TRDJ1	"T cell receptor delta joining 1"
